game;Accurate passes_away_1ST;Accurate passes_away_2ND;Accurate passes_away_ALL;Accurate passes_home_1ST;Accurate passes_home_2ND;Accurate passes_home_ALL;Aerials won_away_1ST;Aerials won_away_2ND;Aerials won_away_ALL;Aerials won_home_1ST;Aerials won_home_2ND;Aerials won_home_ALL;Ball possession_away_1ST;Ball possession_away_2ND;Ball possession_away_ALL;Ball possession_home_1ST;Ball possession_home_2ND;Ball possession_home_ALL;Big chances missed_away_1ST;Big chances missed_away_2ND;Big chances missed_away_ALL;Big chances missed_home_1ST;Big chances missed_home_2ND;Big chances missed_home_ALL;Big chances_away_1ST;Big chances_away_2ND;Big chances_away_ALL;Big chances_home_1ST;Big chances_home_2ND;Big chances_home_ALL;Blocked shots_away_1ST;Blocked shots_away_2ND;Blocked shots_away_ALL;Blocked shots_home_1ST;Blocked shots_home_2ND;Blocked shots_home_ALL;Corner kicks_away_1ST;Corner kicks_away_2ND;Corner kicks_away_ALL;Corner kicks_home_1ST;Corner kicks_home_2ND;Corner kicks_home_ALL;Counter attacks_away_1ST;Counter attacks_away_2ND;Counter attacks_away_ALL;Counter attacks_home_1ST;Counter attacks_home_2ND;Counter attacks_home_ALL;Duels won_away_1ST;Duels won_away_2ND;Duels won_away_ALL;Duels won_home_1ST;Duels won_home_2ND;Duels won_home_ALL;Fouls_away_ALL;Fouls_home_ALL;Goalkeeper saves_away_1ST;Goalkeeper saves_away_2ND;Goalkeeper saves_away_ALL;Goalkeeper saves_home_1ST;Goalkeeper saves_home_2ND;Goalkeeper saves_home_ALL;Hit woodwork_away_1ST;Hit woodwork_away_2ND;Hit woodwork_away_ALL;Hit woodwork_home_1ST;Hit woodwork_home_2ND;Hit woodwork_home_ALL;Offsides_away_1ST;Offsides_away_2ND;Offsides_away_ALL;Offsides_home_1ST;Offsides_home_2ND;Offsides_home_ALL;Passes_away_1ST;Passes_away_2ND;Passes_away_ALL;Passes_home_1ST;Passes_home_2ND;Passes_home_ALL;Red cards_away_1ST;Red cards_away_2ND;Red cards_away_ALL;Red cards_home_1ST;Red cards_home_2ND;Red cards_home_ALL;Shots inside box_away_1ST;Shots inside box_away_2ND;Shots inside box_away_ALL;Shots inside box_home_1ST;Shots inside box_home_2ND;Shots inside box_home_ALL;Shots off target_away_1ST;Shots off target_away_2ND;Shots off target_away_ALL;Shots off target_home_1ST;Shots off target_home_2ND;Shots off target_home_ALL;Shots on target_away_1ST;Shots on target_away_2ND;Shots on target_away_ALL;Shots on target_home_1ST;Shots on target_home_2ND;Shots on target_home_ALL;Shots outside box_away_1ST;Shots outside box_away_2ND;Shots outside box_away_ALL;Shots outside box_home_1ST;Shots outside box_home_2ND;Shots outside box_home_ALL;Total shots_away_1ST;Total shots_away_2ND;Total shots_away_ALL;Total shots_home_1ST;Total shots_home_2ND;Total shots_home_ALL;Yellow cards_away_1ST;Yellow cards_away_2ND;Yellow cards_away_ALL;Yellow cards_home_1ST;Yellow cards_home_2ND;Yellow cards_home_ALL;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
MUN X SOU 2016-08-19;215 (84%);238 (86%);453 (85%);185 (84%);155 (82%);340 (83%);5;1;6;9;4;13;53%;61%;57%;47%;39%;43%;;;;;;;;;;;;;2;1;3;0;1;1;0;0;0;3;1;4;;;;;;;23;21;44;25;23;48;8;11;2;1;3;1;0;1;;;;;;;1;1;2;1;1;2;256;277;533;220;188;408;;;;;;;3;4;7;3;4;7;3;6;9;1;5;6;1;0;1;3;2;5;3;3;6;1;4;5;6;7;13;4;8;12;;;;;;;0;2016-08-19;10;11;8;10;31;9;40;-40;-13;-15;-14;15;-22;-9;-4;-1;-7;-11;-13;-37;-22;-11;9.0;26;36;27;19;-37;47.0;19;94;52;30;5;6;1;-3;-4;-4;-33;0.0;-24;20;-6;-7;3;5;40;100;64;42;28;17;-7;-7;-9;31;-10;-41;-58;-39;-27;58;64;43;38;21;21;5;8;2;-3;-3;-4;-35;27;15;4;15;-40;-24;-21;-20;-18;-15;-14;-13;-13.0;-43.0;12;-26.0;-25.0;2;17:00:00;1;SOU;MUN
STO X MCI 2016-08-20;204 (84%);194 (77%);398 (81%);117 (75%);146 (71%);263 (73%);11;10;21;11;10;21;61%;55%;58%;39%;45%;42%;;;;;;;;;;;;;2;2;4;1;1;2;4;3;7;3;4;7;;;;;;;38;27;65;32;37;69;13;12;1;1;2;2;0;2;;;;;;;1;0;1;3;0;3;242;251;493;156;205;361;;;;;;;6;3;9;3;2;5;1;1;2;3;0;3;4;2;6;1;2;3;1;2;3;2;1;3;7;5;12;5;3;8;0;4;4;2;1;3;4;2016-08-20;-10;-7;-7;-42;-28;-20;-14;-11;23;7;56;-12;10;2;20;10;-47;-26;-36;-100;-79;-100;-14.0;-50;-25;7;7;17;10.0;-79;-42;-24;70;-15;46;30;10;-8;-12;-20;-5.0;12;9;8;-7;-16;108;55;20;11;7;-28;-16;-9;5;2;-13;63;18;12;1;-6;-12;-10;-2;-1;-6;-6;-3;-2;-7;-4;-3;-2;-26;-16;-15;10;-7;-5;-4;-6;-7;-9;-29;-100;-55;-25.0;-7.0;-7;8.0;-20.0;1;09:30:00;-1;MCI;STO
BUR X LIV 2016-08-20;396 (89%);369 (92%);765 (90%);80 (64%);50 (59%);130 (62%);5;6;11;10;5;15;79%;83%;81%;21%;17%;19%;;;;;;;;;;;;;6;2;8;0;0;0;5;7;12;0;1;1;;;;;;;25;33;58;19;20;39;5;14;0;0;0;2;3;5;;;;;;;0;0;0;2;1;3;446;402;848;125;85;210;;;;;;;6;3;9;0;0;0;5;8;13;0;1;1;2;3;5;2;0;2;7;10;17;2;1;3;13;13;26;2;1;3;0;1;1;0;0;0;0;2016-08-20;0;0;0;0;0;0;0;-7;-10;-12;-14;0;-14;-14;-14;-14;-14;-14;-14;-14;-14;-14;0.0;-14;-29;-23;-24;-40;-29.0;-22;29;38;21;0;-50;-25;-21;-43;-32;-27;0.0;-8;-36;-28;-24;0;-21;-64;-71;-69;-78;-54;-36;-26;-66;-36;0;-25;-19;-15;-9;-50;-34;-24;-13;31;12;0;-10;-5;-37;-29;-21;-16;-9;-6;-6;-7;0;-67;-68;-48;-35;-26;-17;-9;-36;-27.0;-21.0;0;-27.0;-30.0;2;12:00:00;1;LIV;BUR
SWA X HUL 2016-08-20;203 (81%);159 (76%);362 (79%);280 (90%);198 (79%);478 (85%);9;6;15;12;11;23;44%;44%;44%;56%;56%;56%;;;;;;;;;;;;;2;3;5;2;5;7;0;3;3;3;5;8;1;0;1;0;1;1;30;23;53;24;36;60;10;7;2;1;3;0;2;2;0;0;0;1;0;1;4;1;5;0;0;0;251;209;460;311;252;563;;;;;;;3;6;9;8;1;9;2;1;3;8;5;13;0;4;4;2;1;3;1;2;3;4;10;14;4;8;12;12;11;23;;;;;;;2;2016-08-20;10;6;4;41;12;10;39;-28;-8;28;36;9;24;37;22;12;6;28;16;10;36;19;9.0;6;-8;4;4;4;40.0;-26;-2;-3;23;9;12;8;8;9;32;-18;30.0;24;7;3;30;14;62;38;5;6;-2;4;11;12;57;36;11;13;29;14;1;-3;43;31;26;28;41;74;45;25;13;5;-2;3;28;19;24;17;45;-123;-90;-51;-33;-57;-47;32;4;-4.0;3.0;21;2.0;-90.0;0;12:00:00;-1;HUL;SWA
TOT X CRY 2016-08-20;111 (71%);123 (73%);234 (72%);199 (80%);154 (80%);353 (80%);4;4;8;5;8;13;39%;48%;44%;61%;52%;56%;;;;;;;;;;;;;0;2;2;3;3;6;2;2;4;8;2;10;;;;;;;28;40;68;24;35;59;9;19;4;0;4;1;1;2;;;;;;;0;0;0;0;2;2;157;168;325;248;192;440;;;;;;;1;3;4;6;4;10;2;4;6;5;4;9;1;1;2;4;1;5;2;4;6;6;4;10;3;7;10;12;8;20;1;2;3;0;3;3;0;2016-08-20;10;11;9;35;28;48;26;44;25;-24;27;-17;17;68;45;31;14;25;13;-28;103;66;-43.0;100;100;65;32;15;-4.0;-6;-2;1;56;-23;34;16;6;-4;-3;5;-5.0;5;7;8;4;-11;-6;-3;-1;1;-29;-16;26;14;14;39;26;22;30;-31;-28;-18;-11;-8;-2;5;-5;13;-3;29;13;5;-6;-11;-12;-11;-15;-8;11;30;15;9;6;100;59;-56;-26;-10.0;-13.0;11;2.0;-40.0;1;12:00:00;1;CRY;TOT
WAT X CHE 2016-08-20;251 (87%);237 (87%);488 (87%);147 (79%);104 (72%);251 (76%);6;6;12;4;5;9;61%;66%;63%;39%;34%;37%;;;;;;;;;;;;;0;3;3;0;2;2;3;2;5;0;0;0;0;2;2;0;0;0;41;17;58;30;22;52;10;20;1;0;1;1;1;2;0;1;1;0;0;0;1;1;2;0;1;1;289;271;560;186;144;330;;;;;;;0;6;6;2;1;3;1;5;6;2;0;2;1;3;4;1;1;2;2;5;7;1;2;3;2;11;13;3;3;6;1;2;3;1;3;4;2;2016-08-20;10;22;10;-23;-11;-11;-8;-6;-23;-15;-15;-8;-5;4;-4;-5;-6;7;-4;2;29;-25;-7.0;-4;-2;-1;26;12;2.0;-10;-3;-2;2;-11;-13;-14;-16;-17;-17;-15;-40.0;-5;-7;-9;-10;-6;-9;-9;-8;-43;-29;-20;32;48;32;21;-3;14;-24;-9;-6;5;4;-7;-8;-11;-36;-17;-30;-16;-13;-11;-38;-26;-19;-37;-27;-24;-4;-19;-100;-82;-54;-37;-28;-8;6;-69.0;-33.0;46;7.0;-55.0;1;12:00:00;-1;CHE;WAT
WBA X EVE 2016-08-20;276 (86%);210 (81%);486 (84%);85 (62%);89 (61%);174 (61%);6;7;13;5;9;14;70%;64%;67%;30%;36%;33%;;;;;;;;;;;;;0;1;1;0;2;2;1;3;4;3;4;7;;;;;;;28;32;60;19;40;59;10;16;1;2;3;1;4;5;;;;;;;1;0;1;0;0;0;322;258;580;137;146;283;;;;;;;2;8;10;2;6;8;1;4;5;1;4;5;2;5;7;2;2;4;1;2;3;1;2;3;3;10;13;3;8;11;0;1;1;1;2;3;2;2016-08-20;-10;100;74;46;50;60;22;15;6;-4;-6;-9;-11;-10;-9;-14;-55;-36;-26;-19;-20;-8;-9.0;-5;4;29;12;1;-6.0;-8;-37;-26;-20;-9;-12;-12;-40;-29;-22;-23;-75.0;6;-6;-6;-9;-9;-10;-12;-12;-22;-40;-26;23;12;5;3;-3;-3;-100;-100;-72;-48;-39;-16;-44;-31;-19;2;-11;-7;-3;-32;45;19;10;5;5;-24;1;-14;-23;41;59;35;-37;-9;-9;-10.0;34.0;-1;-2.0;-15.0;1;12:00:00;-1;EVE;WBA
LEI X ARS 2016-08-20;232 (81%);218 (81%);450 (81%);96 (63%);160 (76%);256 (71%);14;9;23;14;1;15;66%;57%;61%;34%;43%;39%;;;;;;;;;;;;;4;1;5;2;3;5;4;3;7;1;1;2;;;;;;;39;37;76;26;24;50;7;11;0;1;1;1;3;4;;;;;;;1;1;2;0;1;1;286;269;555;152;210;362;;;;;;;3;2;5;1;2;3;4;0;4;0;2;2;1;3;4;0;1;1;6;2;8;1;4;5;9;4;13;2;6;8;1;1;2;1;0;1;0;2016-08-20;5;-21;-20;-14;-10;-8;-3;5;-7;-8;-10;27;-12;-13;-6;-27;-19;-9;-35;-19;-9;-12;24.0;-14;-6;-23;-44;-32;-25.0;-91;-51;-27;-39;-23;-23;-4;-27;-17;-8;-4;-5.0;1;1;1;2;-11;3;-7;-8;-11;-3;4;25;10;21;-51;-11;-28;-25;-25;-20;-12;-11;-10;-9;-9;-29;-13;31;8;11;7;5;-7;-49;-40;-30;-24;-16;-20;-19;-42;-31;-24;-61;-9;7;-2.0;4.0;-15;-32.0;45.0;0;14:30:00;0;ARS;LEI
SUN X MID 2016-08-21;222 (81%);150 (74%);372 (78%);133 (73%);174 (80%);307 (77%);9;8;17;9;9;18;59%;48%;54%;41%;52%;46%;;;;;;;;;;;;;1;2;3;1;6;7;1;0;1;3;5;8;;;;;;;34;29;63;30;38;68;14;11;0;4;4;1;0;1;;;;;;;0;0;0;1;1;2;273;203;476;183;218;401;;;;;;;2;1;3;3;10;13;1;1;2;3;3;6;3;0;3;0;5;5;3;2;5;1;4;5;5;3;8;4;14;18;1;0;1;0;1;1;2;2016-08-21;-10;4;7;6;25;-80;-39;-25;-21;-15;-3;-5;-2;-1;-45;-19;-3;-2;30;25;39;27;-2.0;9;-3;-2;-6;-7;-28.0;-21;-21;46;20;1;14;10;7;-5;-7;-9;-80.0;3;9;5;42;3;24;13;6;3;-1;-1;-1;35;24;18;-6;18;13;93;88;55;60;64;35;2;8;-2;5;4;85;94;79;50;27;45;19;5;-3;-5;-10;-18;-20;-26;-40;-18;10;10.0;32.0;-3;6.0;-5.0;1;10:30:00;-1;MID;SUN
WES X BOU 2016-08-21;176 (81%);144 (74%);320 (78%);140 (79%);137 (77%);277 (78%);10;14;24;6;11;17;55%;52%;54%;45%;48%;46%;;;;;;;;;;;;;1;1;2;5;0;5;2;4;6;0;1;1;0;0;0;1;1;2;24;27;51;25;30;55;15;15;1;0;1;0;5;5;;;;;;;1;0;1;1;0;1;216;194;410;177;178;355;0;1;1;0;0;0;0;4;4;5;4;9;0;1;1;6;3;9;0;5;5;1;1;2;1;3;4;7;0;7;1;7;8;12;4;16;2;1;3;2;1;3;0;2016-08-21;-9;19;7;-6;-7;-11;-9;-3;2;2;3;-14;2;-5;6;5;7;8;4;2;36;21;-16.0;12;12;7;7;6;10.0;37;59;43;28;-13;8;-3;38;-28;-1;-1;30.0;-28;-39;-26;-18;-10;-98;-59;-52;-29;-81;-70;-37;-12;-3;6;-8;39;24;10;2;-4;-47;-27;-10;-5;-7;28;-1;1;1;1;5;3;2;-1;19;15;18;11;28;19;46;24;100;57;33;16.0;-31.0;16;-24.0;-25.0;1;13:00:00;1;BOU;WES
TOT X LIV 2016-08-27;174 (76%);151 (74%);325 (75%);148 (71%);158 (75%);306 (73%);3;3;6;10;6;16;52%;50%;51%;48%;50%;49%;;;;;;;;;;;;;2;4;6;2;0;2;1;4;5;2;3;5;;;;;;;23;19;42;40;27;67;17;11;1;2;3;2;0;2;0;1;1;0;0;0;3;3;6;0;2;2;228;205;433;209;210;419;;;;;;;5;5;10;1;4;5;1;3;4;1;4;5;3;0;3;1;3;4;1;2;3;3;3;6;6;7;13;4;7;11;2;3;5;1;2;3;1;2016-08-27;3;12;-6;-4;-3;24;12;1;-5;-41;-32;4;-35;-16;-12;-12;-9;-37;-26;-18;-53;-34;5.0;-26;-18;-3;3;-5;-4.0;3;8;10;3;6;-4;-4;3;-5;-83;-4;5.0;17;-29;-19;-14;-33;-15;23;6;-5;-60;-64;-34;-25;-13;7;-13;5;4;4;39;25;100;79;64;28;9;71;7;-4;33;56;16;6;1;-3;-12;-4;43;-31;-22;-11;-4;7;5;59;46;29.0;16.0;26;39.0;-25.0;1;09:30:00;0;LIV;TOT
CHE X BUR 2016-08-27;148 (74%);166 (79%);314 (77%);304 (87%);241 (87%);545 (87%);7;8;15;7;8;15;37%;44%;40%;63%;56%;60%;;;;;;;;;;;;;0;2;2;3;2;5;0;5;5;5;4;9;0;0;0;0;1;1;21;23;44;19;25;44;9;6;2;4;6;0;0;0;;;;;;;1;1;2;1;0;1;199;211;410;350;276;626;;;;;;;1;3;4;5;9;14;1;3;4;2;5;7;0;0;0;5;5;10;0;2;2;5;3;8;1;5;6;10;12;22;0;2;2;2;0;2;0;2016-08-27;10;79;45;52;30;12;83;82;51;35;25;7;12;8;8;17;61;43;32;31;80;50;5.0;36;28;17;-9;-5;-7.0;-3;-1;42;20;4;6;7;77;11;12;8;-10.0;6;-7;-38;-15;3;-1;37;72;52;36;27;25;100;61;41;2;25;65;72;39;19;16;15;35;51;35;32;45;30;11;25;14;-91;-75;-45;-23;-15;21;-29;-17;-16;-3;7;11;38;20;9.0;2.0;14;78.0;-25.0;3;12:00:00;1;BUR;CHE
CRY X BOU 2016-08-27;182 (82%);64 (61%);246 (75%);107 (77%);273 (89%);380 (85%);5;3;8;9;14;23;60%;24%;41%;40%;76%;59%;;;;;;;;;;;;;3;0;3;2;5;7;4;0;4;2;8;10;;;;;;;27;19;46;34;31;65;10;15;1;2;3;1;1;2;;;;;;;1;1;2;1;4;5;221;105;326;139;308;447;;;;;;;3;2;5;1;15;16;3;1;4;1;11;12;2;1;3;1;4;5;5;0;5;3;5;8;8;2;10;4;20;24;0;1;1;2;0;2;1;2016-08-27;-8;-23;-89;-55;-40;-31;-44;-28;-23;29;-32;-11;-32;-11;-11;26;9;5;-8;-4;13;10;-17.0;2;2;2;1;1;1.0;6;-39;-20;-5;-35;-2;1;3;2;-24;31;0.0;19;12;-19;-3;-25;14;59;100;70;45;29;62;40;32;22;-19;16;9;43;36;33;74;48;76;54;62;-15;58;98;58;43;27;38;24;20;28;39;-5;15;6;-7;-5;-6;-40;-13;50;30.0;23.0;4;16.0;135.0;1;12:00:00;0;BOU;CRY
EVE X STO 2016-08-27;141 (76%);167 (80%);308 (78%);218 (83%);182 (83%);400 (83%);16;5;21;9;8;17;41%;50%;46%;59%;50%;54%;;;;;;;;;;;;;0;3;3;4;1;5;0;2;2;5;4;9;;;;;;;44;28;72;33;35;68;11;14;3;5;8;0;1;1;0;1;1;0;1;1;0;1;1;2;1;3;186;209;395;262;220;482;;;;;;;0;1;1;4;6;10;3;1;4;2;5;7;0;1;1;4;5;9;3;4;7;6;6;12;3;5;8;10;11;21;0;1;1;1;1;2;0;2016-08-27;-5;-5;-6;-38;-27;-16;-9;-30;-16;-14;-4;6;-2;2;18;16;34;100;100;64;43;28;6.0;26;20;11;4;-2;5.0;86;54;36;25;9;32;16;13;11;10;8;-30.0;44;28;50;47;21;46;47;100;63;42;29;6;27;-44;-24;51;-21;-18;19;4;1;39;22;5;2;-2;28;-24;-3;7;48;28;12;9;8;19;9;19;9;58;17;12;5;1;-10;24;8.0;33.0;11;15.0;40.0;1;12:00:00;1;STO;EVE
LEI X SWA 2016-08-27;102 (69%);158 (73%);260 (72%);194 (80%);108 (65%);302 (74%);11;6;17;9;12;21;38%;58%;48%;62%;42%;52%;;;;;;;;;;;;;0;1;1;1;1;2;2;4;6;2;2;4;0;0;0;0;2;2;35;30;65;27;28;55;10;14;1;3;4;2;0;2;;;;;;;0;1;1;1;2;3;147;216;363;243;165;408;;;;;;;1;3;4;2;6;8;1;4;5;2;3;5;2;1;3;2;4;6;2;3;5;3;2;5;3;6;9;5;8;13;1;1;2;1;1;2;1;2016-08-27;-10;12;10;4;31;11;3;5;6;5;17;-13;13;36;25;19;15;18;-36;25;8;9;-15.0;5;6;-9;37;14;-31.0;-13;-9;-9;-6;-36;-8;-5;-4;4;5;14;65.0;-20;-11;-6;-3;-31;-3;-1;-1;54;70;16;8;39;18;42;-17;21;7;-36;-14;-6;26;11;47;25;47;-8;24;-37;-52;-32;-43;-47;-27;-20;-13;-8;-2;-1;-78;-43;-23;-11;-4;5;10;12.0;13.0;16;-14.0;10.0;2;12:00:00;1;SWA;LEI
SOU X SUN 2016-08-27;115 (72%);64 (58%);179 (66%);188 (82%);203 (81%);391 (81%);11;9;20;5;6;11;42%;31%;37%;58%;69%;63%;;;;;;;;;;;;;0;1;1;1;3;4;3;2;5;1;4;5;;;;;;;27;31;58;21;24;45;8;15;2;4;6;0;1;1;;;;;;;1;1;2;2;2;4;159;111;270;229;251;480;;;;;;;2;2;4;0;1;1;2;0;2;3;2;5;0;2;2;2;5;7;0;1;1;6;9;15;2;3;5;6;10;16;0;2;2;1;1;2;1;2016-08-27;10;41;26;82;80;53;40;19;13;41;24;15;-21;6;6;6;5;-44;-26;-35;-23;-15;9.0;-13;-13;-12;-18;-16;-15.0;-34;-20;45;16;4;6;2;-4;-8;-3;-8;5.0;-19;-12;-7;-4;1;-2;8;7;11;4;10;8;17;12;5;-4;5;30;21;-37;-10;-2;9;6;12;52;7;36;66;44;91;56;38;24;11;9;-8;11;-85;-54;32;7;10;19;93;56;31.0;46.0;11;-2.0;-15.0;1;12:00:00;0;SUN;SOU
WAT X ARS 2016-08-27;251 (88%);160 (78%);411 (84%);134 (77%);177 (79%);311 (78%);5;9;14;10;9;19;63%;47%;55%;37%;53%;45%;;;;;;;;;;;;;1;0;1;1;1;2;1;1;2;1;2;3;0;1;1;0;0;0;33;42;75;27;30;57;15;18;1;5;6;3;1;4;;;;;;;0;2;2;0;1;1;286;204;490;173;224;397;;;;;;;6;0;6;2;6;8;0;2;2;3;3;6;6;1;7;0;6;6;1;3;4;2;4;6;7;3;10;4;10;14;0;1;1;2;4;6;3;2016-08-27;-10;-90;-56;-36;-24;-16;-7;-7;-2;-7;-9;-8;8;6;8;-33;-19;27;15;11;-34;-12;-7.0;-7;-9;-9;-7;5;80.0;47;28;-35;-10;-7;-11;-91;-58;-41;-28;-16;;-100;-69;-40;-33;-8;-19;-17;-7;9;1;-2;43;27;93;58;-15;47;27;-25;-10;-6;-9;-5;-1;1;-29;-15;82;39;40;50;39;13;4;-9;-10;-10;-15;102;61;21;47;24;3;-4;-4;-49.0;-32.0;-20;-1.0;40.0;1;12:00:00;-1;ARS;WAT
HUL X MUN 2016-08-27;302 (88%);240 (89%);542 (88%);172 (81%);133 (73%);305 (77%);10;5;15;5;4;9;63%;62%;63%;37%;38%;37%;;;;;;;;;;;;;3;5;8;1;1;2;1;5;6;0;1;1;;;;;;;29;22;51;21;18;39;6;9;2;0;2;3;5;8;;;;;;;0;1;1;0;0;0;345;270;615;213;181;394;;;;;;;7;7;14;2;0;2;4;8;12;2;2;4;4;5;9;2;0;2;4;11;15;3;3;6;11;18;29;5;3;8;1;2;3;0;2;2;1;2016-08-27;-4;1;-38;-23;-14;-13;-12;-13;-13;-32;-29;-5;-28;-19;-14;-9;-8;-2;27;18;5;-7;-36.0;-8;-16;-15;-53;-32;-60.0;-36;39;14;-44;-20;22;8;1;-6;-46;-28;-70.0;78;47;21;-13;-16;-5;-42;-24;-14;-8;-5;-1;-2;-2;-2;-8;-22;-24;-20;-33;-30;-17;-35;-25;-14;-8;21;-5;-7;-10;-13;-40;-28;31;6;7;-28;17;-14;-73;-50;-32;-49;-51;-93;-57;-61.0;-36.0;7;-92.0;-90.0;0;14:30:00;-1;MUN;HUL
WBA X MID 2016-08-28;255 (88%);173 (77%);428 (83%);136 (78%);123 (70%);259 (74%);14;17;31;11;10;21;62%;56%;59%;38%;44%;41%;;;;;;;;;;;;;0;1;1;3;2;5;3;1;4;4;1;5;;;;;;;32;34;66;33;26;59;11;12;2;0;2;0;2;2;;;;;;;1;2;3;0;1;1;289;226;515;174;176;350;;;;;;;1;4;5;6;2;8;1;3;4;5;1;6;0;2;2;2;0;2;0;2;2;4;1;5;1;6;7;10;3;13;1;2;3;0;1;1;0;2016-08-28;10;16;4;9;-4;42;26;18;42;28;57;13;31;21;14;4;-4;-41;-29;-46;-25;-8;19.0;-10;-9;-6;-47;-32;-22.0;-16;-23;-5;34;8;12;1;-7;-9;-9;0;50.0;25;14;8;-23;-9;-7;-6;-3;-6;-2;-9;-13;-11;-9;-4;-6;2;1;2;1;40;18;5;-5;-4;-9;-8;-9;-9;-9;-9;-9;-2;-43;-53;-28;-8;76;-2;4;-17;-44;-28;-13;-30;-10;-1.0;12.0;36;8.0;0.0;0;10:30:00;0;MID;WBA
MCI X WES 2016-08-28;104 (74%);92 (69%);196 (72%);275 (87%);233 (86%);508 (87%);9;14;23;8;8;16;32%;35%;33%;68%;65%;67%;;;;;;;;;;;;;2;0;2;4;3;7;2;2;4;5;0;5;;;;;;;26;37;63;37;27;64;10;5;0;3;3;0;1;1;0;0;0;0;1;1;1;2;3;0;3;3;141;133;274;315;272;587;;;;;;;4;3;7;7;10;17;3;2;5;4;6;10;0;2;2;2;3;5;1;1;2;3;2;5;5;4;9;10;12;22;1;2;3;1;0;1;1;2016-08-28;-10;40;-25;2;-11;7;-8;12;7;-27;91;35;49;30;24;32;13;27;17;36;22;20;21.0;13;-38;-47;-36;-26;31.0;16;-15;6;2;72;-1;20;12;7;9;5;;6;4;2;6;45;14;14;19;47;54;37;23;-34;-93;-54;60;-30;-5;3;9;-23;-2;33;20;14;12;39;9;10;8;7;6;1;2;-3;3;3;100;9;7;17;-18;8;3;4;49;27.0;83.0;75;61.0;110.0;3;13:00:00;1;WES;MCI
MUN X MCI 2016-09-10;300 (85%);186 (78%);486 (82%);140 (77%);144 (74%);284 (76%);5;9;14;6;16;22;66%;54%;61%;34%;46%;39%;;;;;;;;;;;;;1;3;4;2;3;5;1;3;4;1;3;4;;;;;;;26;35;61;33;38;71;10;15;1;0;1;0;4;4;1;1;2;0;0;0;1;2;3;1;2;3;353;240;593;182;194;376;;;;;;;2;9;11;3;2;5;3;5;8;1;5;6;2;4;6;3;0;3;4;3;7;3;6;9;6;12;18;6;8;14;1;1;2;1;3;4;2;2016-09-10;-10;-29;-16;-12;-17;-20;-14;-88;-46;-33;-16;-7;28;11;-11;-3;-4;-6;-5;-8;-15;-9;-6.0;-11;-12;-42;-29;-23;-19.0;-76;-79;-43;-21;-5;-7;5;15;76;37;2;35.0;57;34;55;63;-25;29;5;5;3;-1;-2;-2;-3;-3;4;-18;-2;-1;-2;-6;26;3;-5;-15;-13;-14;-15;-7;-11;-33;-100;-62;-32;-89;-71;-42;-62;21;-44;-57;-32;-23;-10;-5;1;3;18.0;13.0;8;4.0;25.0;1;09:30:00;-1;MCI;MUN
ARS X SOU 2016-09-10;199 (82%);159 (75%);358 (78%);268 (86%);230 (83%);498 (85%);9;10;19;2;11;13;44%;43%;44%;56%;57%;56%;;;;;;;;;;;;;2;0;2;3;5;8;0;1;1;2;4;6;;;;;;;24;27;51;22;26;48;8;10;0;0;0;1;4;5;1;0;1;0;0;0;1;1;2;0;0;0;244;213;457;310;278;588;;;;;;;3;4;7;4;11;15;1;3;4;1;6;7;1;4;5;1;1;2;2;3;5;1;1;2;4;7;11;5;12;17;0;5;5;2;0;2;1;2016-09-10;10;-9;-13;-1;1;1;2;-4;3;-3;-73;1;-41;-25;-16;-11;-2;-8;34;10;11;41;-10.0;100;66;41;30;22;15.0;16;4;-5;-7;-10;-4;5;10;11;37;5;10.0;6;3;8;16;-36;16;16;16;15;62;39;36;-37;-5;-3;-35;4;4;29;16;39;22;12;-32;-16;29;-23;13;2;3;-2;4;-27;-16;-5;9;11;-16;62;40;21;10;3;-57;-39;-14;-3.0;5.0;-13;5.0;125.0;2;12:00:00;1;SOU;ARS
