game;Accurate passes_away;Accurate passes_home;Aerials won_away;Aerials won_home;Ball possession_away;Ball possession_home;Big chances missed_away;Big chances missed_home;Big chances_away;Big chances_home;Blocked shots_away;Blocked shots_home;Corner kicks_away;Corner kicks_home;Counter attacks_away;Counter attacks_home;Duels won_away;Duels won_home;Fouls_away;Fouls_home;Goalkeeper saves_away;Goalkeeper saves_home;Hit woodwork_away;Hit woodwork_home;Offsides_away;Offsides_home;Passes_away;Passes_home;Red cards_away;Red cards_home;Shots inside box_away;Shots inside box_home;Shots off target_away;Shots off target_home;Shots on target_away;Shots on target_home;Shots outside box_away;Shots outside box_home;Total shots_away;Total shots_home;Yellow cards_away;Yellow cards_home;away_score;both_score_No;both_score_Over;both_score_Under;both_score_Yes;data;double_chance_12;double_chance_1X;double_chance_X2;draw_no_bet_1;draw_no_bet_2;draw_no_bet_No;draw_no_bet_Yes;final_result_1;final_result_2;final_result_X;first_half_1;first_half_2;first_half_X;fl_both_score_No;fl_both_score_Over;fl_both_score_Under;fl_both_score_Yes;fl_double_chance_12;fl_double_chance_1X;fl_double_chance_X2;fl_draw_no_bet_1;fl_draw_no_bet_2;fl_draw_no_bet_No;fl_draw_no_bet_Yes;fl_final_result_1;fl_final_result_2;fl_final_result_X;fl_first_half_1;fl_first_half_2;fl_first_half_X;fl_total_goals_Over_0.5;fl_total_goals_Over_1.5;fl_total_goals_Over_2.5;fl_total_goals_Over_3.5;fl_total_goals_Over_4.5;fl_total_goals_Over_5.5;fl_total_goals_Under_0.5;fl_total_goals_Under_1.5;fl_total_goals_Under_2.5;fl_total_goals_Under_3.5;fl_total_goals_Under_4.5;fl_total_goals_Under_5.5;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home;total_goals_Over_0.5;total_goals_Over_1.5;total_goals_Over_2.5;total_goals_Over_3.5;total_goals_Over_4.5;total_goals_Over_5.5;total_goals_Under_0.5;total_goals_Under_1.5;total_goals_Under_2.5;total_goals_Under_3.5;total_goals_Under_4.5;total_goals_Under_5.5
SAN X CFC 2017-05-20;301 (80%);257 (76%);10;13;53%;47%;;;;;5;0;4;3;;;56;50;17;24;2;11;;;2;1;378;338;;;8;5;7;4;11;3;15;2;23;7;4;6;0;1.80;;;1.95;2017-05-20;1.29;1.14;2.40;1.22;4.00;;;1.57;6.00;3.80;2.20;5.50;2.25;True;;;False;True;True;False;True;False;;;True;False;False;True;False;False;False;;;;;;True;False;False;False;False;False;2.0;32.85;19.36;14.14;3.59;5.13;-22.2;-13.34;-25.77;-100.0;-60.31;3.19;-20.01;-12.53;-55.35;-30.22;-48.08;-10.84;38.8;21.73;17.03;18.14;7.7;6.29;-3.1;-27.75;-13.28;-44.93;-33.08;-23.14;-15.49;-13.77;-4.77;-40.2;-26.44;-19.55;-10.45;-4.99;5.9;4.4;-35.0;29.72;19.4;-18.2;-2.64;29.8;-4.83;-2.17;-3.72;-38.16;-25.12;-21.7;-20.1;33.0;18.39;9.1;-22.0;3.93;-3.6;-6.49;-7.68;-3.02;1.73;-43.27;-100.0;-59.56;-33.78;-2.47;-18.49;-5.18;5.34;5.64;5.83;10.94;-7.9;-14.04;-42.02;-28.65;100.0;-21.08;-15.43;-36.7;32.35;-27.65;-14.07;-10.76;-11.93;-12.15;-7.82;63.35;-12.1;-55.0;1;17:00:00;1;CFC;SAN;1.90;;;;;;1.90;-1;-1;-1;-1;-1
ATG X FLA 2017-05-20;571 (89%);259 (78%);9;9;66%;34%;;;;;3;6;7;4;;;34;44;13;11;0;8;;;1;0;641;332;;;12;3;6;2;11;0;8;5;20;8;1;2;3;1.80;;;1.95;2017-05-20;1.33;1.91;1.25;3.00;1.36;;;4.00;1.91;3.40;4.50;2.60;2.10;True;;;False;True;False;True;False;True;;;False;True;False;False;True;False;True;;;;;;False;False;False;False;False;False;-8.6;-21.98;18.13;7.59;-6.87;-2.84;-3.97;-6.51;-6.9;-41.39;-26.5;-13.71;-17.65;-12.38;-9.26;-0.29;7.4;5.34;4.73;4.37;10.02;30.21;-16.75;12.7;-10.2;-26.94;-53.18;-30.06;-18.59;-16.39;-13.98;-31.69;-31.29;-43.56;-65.72;-100.0;-67.95;-38.99;-29.97;-17.02;-15.0;-41.1;-31.0;-24.99;-11.8;-26.7;-14.32;-8.31;-81.96;-50.75;-2.87;-3.65;-4.5;0.57;-2.51;-5.73;-40.03;17.49;-22.51;-10.55;-72.69;-39.63;-24.46;-92.47;-100.0;-94.55;-56.55;-27.96;-28.73;-31.25;-17.75;-9.17;-13.32;-16.15;-15.98;-8.52;-9.46;-9.44;-43.39;-24.43;-21.81;-20.88;-9.96;13.83;-46.17;-29.27;-27.99;-22.96;-20.85;-25.3;-37.17;-5.0;0;20:00:00;-1;FLA;ATG;2.15;;;;;;1.67;-1;-1;-1;-1;-1
CHA X PAL 2017-05-20;288 (73%);219 (70%);14;25;56%;44%;;;;;4;4;4;3;;;53;70;13;16;3;1;;;2;1;393;313;;;1;9;1;3;1;4;5;2;6;11;1;1;0;1.91;;;1.91;2017-05-20;1.36;1.60;1.40;2.10;1.67;;;3.00;2.38;3.20;3.60;3.00;2.10;True;;;False;True;True;False;True;False;;;True;False;False;False;False;True;False;;;;;;True;False;False;False;False;False;-10.0;4.95;16.67;15.69;34.91;21.34;12.19;6.01;2.85;-0.5;-0.64;-7.75;-6.36;-9.76;-11.78;-12.98;-7.4;-3.65;-1.86;-0.79;-0.15;7.2;-9.0;11.39;9.18;32.87;1.95;-2.6;-4.31;-7.84;-11.8;-3.41;7.3;-14.75;6.14;6.73;11.58;6.31;-5.4;-5.1;-30.0;16.4;3.69;-68.6;-43.86;-14.57;-30.61;-24.22;-40.23;-14.92;67.53;37.97;25.46;12.15;2.01;-3.76;-18.72;2.73;2.73;-2.27;5.6;78.72;49.53;27.18;14.25;11.01;-2.07;-8.08;-2.96;-3.68;-9.1;72.93;78.1;44.52;24.55;16.49;5.76;1.98;-1.56;-3.63;1.37;1.37;2.08;-28.57;-39.61;-27.22;-19.86;-15.48;-10.65;2.92;-8.15;25.0;1;20:00:00;1;PAL;CHA;2.10;;;;;;1.70;-1;-1;-1;-1;-1
VAS X BAH 2017-05-21;178 (70%);290 (78%);18;17;41%;59%;;;;;1;5;5;10;;;64;87;23;13;8;2;;;3;3;253;373;1;0;5;9;5;1;3;10;4;7;9;16;3;4;1;1.95;;;1.80;2017-05-21;1.30;1.18;1.91;1.33;3.25;;;1.80;4.50;3.40;2.50;4.50;2.25;False;;;True;True;True;False;True;False;;;True;False;False;False;False;True;True;;;;;;False;False;False;False;False;False;2.6;39.31;25.46;32.23;20.66;10.81;12.92;49.39;100.0;64.72;12.83;8.15;2.71;-1.3;-23.51;-15.59;-4.02;13.35;27.54;23.46;19.92;57.45;12.44;33.49;18.69;11.01;13.71;12.35;7.92;-29.4;20.6;3.53;8.47;28.8;11.92;36.2;26.92;22.89;25.02;13.56;-50.0;-30.8;-21.02;-11.38;-6.02;23.92;-6.89;-5.18;-1.02;-84.1;64.47;8.25;4.63;29.55;30.7;35.39;20.83;15.81;-10.27;-7.76;-59.3;-41.06;-23.19;65.83;37.61;27.22;12.32;18.69;6.22;-7.25;-5.79;38.95;22.46;19.51;100.0;80.31;45.93;28.31;17.35;17.47;2.47;-23.92;-12.4;-86.37;-50.35;-28.94;-17.02;-16.81;-11.13;55.53;-8.7;40.0;2;12:00:00;1;BAH;VAS;2.05;;;;;;1.75;-1;-1;-1;-1;-1
CAP X GRE 2017-05-21;300 (81%);501 (89%);14;18;40%;60%;;;;;1;9;3;5;;;44;47;16;11;1;2;;;3;0;372;566;1;0;5;7;1;8;4;1;1;11;6;18;5;2;2;1.70;;;2.05;2017-05-21;1.38;1.42;1.55;1.73;2.00;;;2.50;2.90;3.10;3.40;3.60;1.95;True;;;False;True;False;True;False;True;;;False;True;False;False;False;True;False;;;;;;True;False;False;False;False;False;10.0;21.0;15.62;10.45;5.51;1.44;-5.21;-5.08;-4.28;-3.81;-3.11;6.15;-2.69;-2.69;-2.69;-22.69;14.0;-3.4;-0.07;1.64;-10.8;-2.94;3.85;3.0;-3.6;-20.4;-4.93;6.4;8.11;3.14;6.3;26.32;13.22;9.19;-32.2;-8.48;6.13;6.13;-3.3;-3.3;;-14.37;-87.3;-49.39;-26.15;12.36;37.97;12.43;16.18;17.37;2.96;-8.21;-11.88;-34.43;-26.17;-100.0;34.01;-52.5;-24.18;-18.06;-16.06;6.9;8.6;9.76;11.36;22.31;16.02;19.4;17.28;13.16;15.72;-41.73;-16.9;-6.99;33.67;35.46;57.85;37.82;35.72;35.89;53.43;34.98;17.9;14.97;42.49;47.89;73.33;48.83;33.89;-35.8;22.78;40.0;0;17:00:00;-1;GRE;CAP;2.40;;;;;;1.53;-1;-1;-1;-1;-1
CAM X FLU 2017-05-21;213 (73%);343 (82%);7;16;40%;60%;;;;;5;4;5;12;;;41;61;23;18;2;3;;;4;3;293;420;;;6;13;5;13;5;3;9;7;15;20;6;0;2;2.05;;;1.70;2017-05-21;1.25;1.18;2.38;1.29;3.50;;;1.60;5.25;4.00;2.25;4.75;2.38;False;;;True;True;False;True;False;True;;;False;True;False;False;True;False;True;;;;;;False;False;False;False;False;False;10.0;44.6;27.96;27.87;40.2;28.36;18.35;-35.2;-15.15;-10.7;-6.81;3.35;-11.81;5.8;26.6;8.02;-7.8;-15.25;-7.09;22.4;47.65;31.31;6.59;87.05;51.78;33.62;21.71;10.63;-2.1;3.15;4.4;-71.85;-38.05;8.52;-96.97;100.0;32.6;44.25;70.6;40.32;20.0;50.18;33.55;47.55;29.01;34.06;3.2;-0.21;0.0;-36.74;30.42;-59.58;-31.46;-18.32;-37.9;-19.38;18.91;-11.79;-16.74;-2.49;13.22;39.46;20.81;10.09;-55.6;-61.35;-32.92;10.84;-13.42;40.93;82.82;55.48;36.52;50.24;30.8;22.9;23.97;4.61;-30.0;6.24;9.06;12.12;18.82;19.28;-16.8;-5.64;26.1;18.38;16.47;-9.95;-23.9;75.0;1;17:00:00;-1;FLU;CAM;1.65;;;;;;2.20;-1;-1;-1;-1;-1
VIT X COR 2017-05-21;407 (86%);349 (83%);12;17;53%;47%;;;;;3;2;4;3;;;51;41;6;13;3;3;;;2;0;473;419;;;8;6;5;9;4;3;4;8;12;14;1;0;1;1.80;;;1.95;2017-05-21;1.38;1.62;1.35;2.20;1.62;;;3.25;2.30;3.10;3.60;3.10;2.05;True;;;False;True;False;True;False;True;;;False;True;False;False;False;True;False;;;;;;True;False;False;False;False;False;-6.0;7.04;44.24;24.04;12.99;4.85;1.04;-4.2;-4.2;-4.2;-4.2;-4.57;-4.2;-19.2;-10.78;-0.77;3.2;25.45;20.48;11.24;5.37;2.06;-10.52;-1.43;-2.05;-2.05;-2.05;-12.05;-8.0;-39.09;-22.93;-13.33;-1.87;-7.35;-25.81;-12.55;-12.98;-13.23;-10.16;-56.1;25.0;-37.12;-20.41;-10.48;-4.84;38.9;5.08;-20.9;-14.31;-17.35;-14.16;36.25;-22.33;-19.67;-13.38;-12.94;21.67;-15.66;-17.92;-9.63;-5.81;19.74;40.05;29.31;-30.26;-7.86;-11.4;18.66;-9.25;-6.11;-1.64;-1.22;-5.59;-76.83;-44.18;-24.77;-13.22;26.48;4.47;18.24;17.22;61.6;68.0;39.94;25.11;15.93;37.13;29.93;22.89;16.54;18.7;10.0;0;17:00:00;-1;COR;VIT;2.25;;;;;;1.62;-1;-1;-1;-1;-1
BOT X PON 2017-05-21;575 (89%);366 (82%);10;4;60%;40%;;;;;6;2;6;1;;;45;40;12;15;4;3;;;1;1;648;446;;;9;4;6;3;3;6;6;7;15;11;0;1;0;1.80;;;1.95;2017-05-21;1.36;1.25;1.83;1.44;2.63;;;2.00;4.00;3.20;2.88;4.33;2.05;True;;;False;True;True;False;True;False;;;True;False;False;True;False;False;False;;;;;;True;False;False;False;False;False;-10.0;-12.22;-4.64;46.0;21.32;8.2;10.0;8.3;42.11;25.99;11.01;-9.82;-72.2;98.2;27.93;12.56;-9.0;-65.4;-68.8;-46.01;-32.46;-21.83;-9.71;-11.32;-8.04;-7.58;-3.91;-1.88;-0.68;0.2;0.46;0.46;0.46;-9.64;15.46;6.04;-33.13;-20.71;21.87;6.41;;0.91;6.2;7.12;2.28;8.4;0.89;0.43;-50.33;-30.48;-18.43;-11.26;-7.0;-0.75;-5.78;29.64;-26.6;15.26;8.74;-5.36;-20.36;-14.48;-48.94;74.64;27.13;27.28;17.74;-16.14;35.05;-23.5;-13.35;-37.16;-25.7;-25.38;-16.84;-13.28;-9.68;-9.4;-13.66;-18.85;-39.85;-32.3;-22.82;36.1;61.0;-38.6;-2.0;3.0;-3.23;-12.18;-7.37;-15.0;2;19:00:00;1;PON;BOT;2.25;;;;;;1.62;-1;-1;-1;-1;-1
SPT X CRU 2017-05-21;353 (77%);270 (74%);18;22;56%;44%;;;;;4;3;7;5;;;57;53;14;20;4;4;;;2;1;457;364;;;4;7;8;2;5;5;13;3;17;10;3;3;1;1.91;;;1.91;2017-05-21;1.38;1.42;1.55;1.80;1.91;;;2.50;2.90;3.10;3.25;3.40;2.10;False;;;True;False;True;True;False;False;;;False;False;True;False;False;True;False;;;;;;True;False;False;False;False;False;10.0;-4.7;44.1;27.86;19.57;14.27;10.68;47.47;25.67;19.31;13.29;8.95;3.52;-80.41;-43.63;-31.05;-22.28;-1.61;31.26;28.49;18.26;12.1;35.92;7.32;3.37;2.21;22.21;89.11;46.1;31.04;52.08;37.21;40.88;31.95;29.21;29.69;21.62;-13.53;6.47;30.2;0.0;20.22;14.74;12.97;5.43;11.93;-1.8;-22.43;-45.38;-24.94;-12.41;-9.97;-2.03;3.44;-36.24;-66.84;-7.07;-40.78;-45.65;-33.55;-18.5;-33.8;-26.24;-20.27;-12.82;-8.77;-38.2;-12.72;-27.18;-70.62;-74.59;-56.96;-58.89;-47.27;-26.64;-16.03;-11.21;-7.23;-22.04;-10.98;-33.95;-57.61;-43.34;-29.85;-21.46;-14.99;-50.4;-31.27;-25.28;-15.69;83.0;5.0;1;20:00:00;0;CRU;SPT;2.10;;;;;;1.70;-1;-1;-1;-1;-1
SPO X AVA 2017-05-22;258 (74%);355 (80%);13;20;45%;55%;;;;;2;3;6;5;;;57;57;10;16;2;0;;;2;1;351;445;;;4;6;8;4;0;4;6;5;10;11;2;1;0;1.57;;;2.25;2017-05-22;1.20;1.07;3.40;1.10;7.00;;;1.33;10.00;4.75;1.83;8.00;2.40;True;;;False;True;True;False;True;False;;;True;False;False;True;False;False;False;;;;;;True;False;False;False;False;False;10.0;-19.6;-15.58;77.8;43.7;28.38;21.13;15.77;6.79;2.03;3.0;13.92;3.58;3.92;1.69;0.74;-5.4;-27.19;-20.31;-7.35;4.7;5.32;21.24;9.64;37.63;58.62;34.9;-24.6;-2.84;-9.04;-8.49;-10.48;-4.64;20.6;-3.0;-1.65;-1.19;-10.55;-17.25;-3.04;;37.2;-32.2;-13.06;-7.95;40.22;-6.26;-7.49;7.5;6.27;22.47;17.1;-16.33;-25.71;-47.0;48.47;26.14;-27.14;-10.46;-6.76;-8.81;-10.98;-6.65;-5.94;-5.51;-4.89;-9.89;27.92;-26.82;-26.89;-11.93;-3.03;3.9;7.03;2.65;3.94;-2.35;-47.82;5.83;-28.96;-12.28;-2.74;4.76;10.24;8.95;2.81;94.15;100.0;70.89;8.28;37.93;65.0;2;21:00:00;1;AVA;SPO;1.90;;;;;;1.90;-1;-1;-1;-1;-1
VAS X FLU 2017-05-27;342 (81%);228 (76%);17;18;58%;42%;;;;;3;5;7;3;;;40;56;11;11;4;4;1;0;1;3;421;299;;;5;8;4;6;6;7;8;10;13;18;3;2;2;2.10;;;1.67;2017-05-27;1.36;1.53;1.45;1.83;1.83;;;2.75;2.60;3.20;3.20;3.20;2.20;False;;;True;True;True;False;True;False;;;True;False;False;True;False;False;True;True;True;True;True;False;False;False;False;False;False;True;-10.0;-11.51;-7.8;-4.29;54.0;35.52;24.04;8.01;-42.0;-23.16;-20.92;35.2;-24.43;-10.84;4.0;4.18;1.99;-5.2;27.3;100.0;72.37;36.9;12.99;20.92;4.02;-3.02;-3.05;-8.04;-1.37;-2.03;-3.14;3.31;-4.8;3.33;-27.05;-66.36;-44.73;-31.24;-62.62;-44.79;;-22.23;-17.17;-9.23;20.65;-4.4;37.22;17.63;6.36;-4.45;23.5;4.41;-39.77;-21.33;-7.12;-80.75;-46.1;-47.3;-24.94;25.34;-24.66;-45.29;-26.6;-95.49;-23.32;25.34;11.54;-32.02;2.51;23.09;11.79;-29.32;-18.54;80.9;37.47;24.13;43.42;23.03;-14.51;4.58;-3.1;1.9;-4.11;-5.31;-6.03;-4.95;-4.69;-4.16;-3.84;-12.63;-3.65;40.0;3;17:00:00;1;FLU;VAS;1.05;1.25;1.90;3.25;6.50;13.00;11.00;3.75;1.90;1.33;1.11;1.04
SPO X PAL 2017-05-27;507 (89%);263 (81%);8;11;63%;37%;;;;;1;2;3;9;;;50;50;16;13;3;1;;;2;1;571;323;;;2;3;8;1;1;5;8;5;10;8;1;3;0;1.80;;;1.95;2017-05-27;1.38;1.42;1.55;1.73;2.00;;;2.50;2.90;3.10;3.25;3.60;2.00;True;;;False;True;True;False;True;False;;;True;False;False;False;False;True;True;True;False;False;False;False;False;False;True;True;True;True;8.0;1.53;3.75;20.71;5.77;-5.4;7.4;29.66;35.86;16.32;6.31;2.26;-58.8;-38.79;-46.52;-23.05;-18.99;-12.48;-12.7;-11.47;14.44;48.96;-2.5;23.72;13.01;6.65;-41.5;-32.74;-19.77;-22.37;-18.92;-28.9;-17.43;-3.19;-11.04;-11.63;-12.36;-16.68;10.6;-5.53;;34.47;13.88;2.93;-36.13;-34.4;-26.63;-11.0;20.15;-24.85;-6.71;-3.39;-2.41;-2.78;0.34;-9.85;-21.64;15.71;1.62;16.66;100.0;68.15;35.06;16.87;8.36;-3.77;-27.43;-13.68;-16.5;-15.0;-9.39;-11.06;44.9;28.85;20.16;9.62;8.73;-5.92;15.3;-63.7;-48.99;-34.87;-31.84;74.77;37.75;23.03;13.9;8.85;-20.53;-4.7;-17.42;0.0;2;20:00:00;1;PAL;SPO;1.10;1.40;2.35;4.33;10.00;21.00;7.50;2.75;1.57;1.20;1.06;1.02
VIT X CFC 2017-05-27;268 (77%);276 (76%);23;20;48%;52%;;;;;2;2;6;9;;;53;56;16;19;3;6;1;0;4;7;347;364;;;10;5;6;7;8;3;6;7;16;12;3;3;1;1.91;;;1.91;2017-05-27;1.36;1.29;1.75;1.50;2.50;;;2.10;3.60;3.20;2.88;4.00;2.10;True;;;False;True;False;True;False;True;;;False;True;False;False;False;True;True;False;False;False;False;False;False;True;True;True;True;True;10.0;-14.93;-40.87;-47.0;-30.33;-15.56;24.2;15.94;10.27;5.29;22.34;4.08;-12.8;4.4;6.4;3.27;-29.4;-17.82;-12.52;-14.37;38.0;17.72;0.55;48.66;22.65;40.66;18.05;-12.0;-97.49;-66.48;-37.11;-22.42;39.4;3.46;70.61;71.85;56.59;36.89;22.21;42.87;-15.0;21.72;10.26;19.26;29.49;1.13;23.35;12.28;-21.72;-11.22;-45.51;-80.15;-100.0;-70.19;-39.08;-2.18;24.07;0.87;9.54;3.76;5.32;0.07;26.77;47.27;-33.68;-27.16;-19.7;18.48;-12.37;-8.38;-16.16;-41.53;-23.1;-32.51;-18.11;-1.95;9.14;0.14;32.52;-5.2;-52.52;-29.37;-15.61;12.43;24.91;20.97;14.72;26.0;16.97;-44.0;8.82;-20.0;0;22:00:00;-1;CFC;VIT;1.08;1.36;2.15;3.75;9.00;19.00;8.50;3.00;1.67;1.25;1.07;1.02
CAM X PON 2017-05-28;200 (72%);487 (86%);7;9;33%;67%;;;;;4;2;6;6;0;2;41;45;14;16;5;3;;;1;2;277;564;;;9;6;6;1;5;7;6;4;15;10;2;2;2;;;;;2017-05-28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.0;15.23;9.21;51.25;36.85;32.54;29.75;48.46;26.19;15.88;20.18;8.56;17.8;14.89;15.39;15.19;14.27;14.09;18.99;13.2;14.79;9.41;8.39;1.21;6.07;6.0;5.65;5.91;6.43;6.0;66.0;31.68;24.76;8.29;20.64;18.2;12.29;13.97;3.65;-4.4;-30.0;-7.35;39.7;85.08;-80.6;8.23;-23.33;-87.38;-53.79;-35.7;-14.14;-8.16;-5.2;-42.99;-19.76;30.88;7.67;-44.12;70.88;9.65;6.63;2.97;6.38;-0.14;3.04;8.04;9.64;7.23;10.59;11.16;-25.04;-46.51;-68.06;-50.87;-25.66;-8.43;4.96;6.39;7.06;6.45;100.0;64.17;39.69;30.35;-33.1;16.9;-28.1;46.9;19.26;16.95;30.82;-85.0;2;12:00:00;0;PON;CAM;;;;;;;;;;;;
CAP X FLA 2017-05-28;495 (89%);361 (84%);10;14;57%;43%;;;;;5;3;5;5;;;37;41;12;10;5;3;0;2;0;3;556;430;;;10;9;5;4;4;6;4;4;14;13;0;1;1;1.95;;;1.80;2017-05-28;1.40;1.60;1.36;2.00;1.73;;;3.20;2.38;3.00;3.50;3.20;2.10;False;;;True;False;True;True;False;False;;;False;False;True;False;True;False;True;True;False;False;False;False;False;False;True;True;True;True;1.4;17.64;12.55;39.13;27.49;53.29;30.29;21.62;7.45;1.01;-5.34;2.23;-6.14;-6.99;-6.99;-11.99;-13.6;-59.56;-67.28;-6.87;-8.69;-10.27;2.73;3.07;0.94;38.07;25.3;43.86;22.44;10.09;0.77;32.61;20.0;5.32;-17.27;-5.06;19.13;1.41;-5.87;-5.16;10.0;-1.23;-5.48;-8.32;-10.01;11.86;-10.18;-10.64;-15.55;-36.93;-24.64;-22.41;21.91;37.92;21.54;4.95;0.75;-18.49;-14.0;-39.19;-26.56;-23.68;-16.19;-12.86;-58.83;-33.02;-17.3;-1.0;41.7;14.49;7.98;0.01;-4.71;-15.5;-45.48;-28.29;48.4;25.72;7.8;22.4;-16.4;-1.49;-5.88;43.6;26.68;15.68;8.03;-21.4;-14.46;28.07;18.6;-15.0;1;17:00:00;0;FLA;CAP;1.08;1.36;2.15;3.75;9.00;19.00;8.00;3.00;1.67;1.25;1.07;1.02
ATG X COR 2017-05-28;343 (80%);328 (81%);17;17;52%;48%;;;;;2;3;9;5;1;0;52;53;11;23;5;7;;;5;5;430;403;;;8;7;5;6;8;5;7;7;15;14;0;2;1;1.80;;;1.95;2017-05-28;1.36;1.91;1.22;3.00;1.36;;;4.33;1.91;3.20;4.33;2.63;2.10;True;;;False;True;False;True;False;True;;;False;True;False;False;True;False;True;False;False;False;False;False;False;True;True;True;True;True;-3.4;-13.75;-7.93;-9.23;-6.55;-5.37;-65.96;-38.53;-21.85;-12.08;-31.3;-5.42;-20.77;25.2;2.16;0.83;5.9;43.01;24.57;15.88;-74.13;-36.51;-20.02;42.2;6.6;-43.8;-30.24;-25.54;-42.72;-29.52;36.4;20.83;48.13;-32.3;25.63;8.17;-2.4;-3.05;-6.83;-1.17;0.0;2.53;4.12;-4.02;0.98;48.0;-39.02;-62.4;-71.31;-16.12;-8.68;-6.28;31.65;-68.35;-28.52;-20.38;16.77;-49.85;-25.04;-12.85;-35.8;-14.08;43.0;24.75;17.94;40.75;46.61;6.42;42.42;22.9;6.29;-2.1;2.9;-2.87;-28.65;-14.11;-25.83;-59.29;-23.4;-38.82;-24.78;-18.63;-13.49;-8.49;-38.49;-26.33;-19.1;-14.8;-13.92;-23.18;-11.17;30.0;0;17:00:00;-1;COR;ATG;1.08;1.36;2.25;4.00;9.00;19.00;8.00;3.00;1.62;1.22;1.07;1.02
SAN X CRU 2017-05-28;366 (86%);436 (86%);16;12;46%;54%;;;;;5;5;6;9;1;0;51;55;14;8;1;1;;;0;1;427;509;;;6;8;7;7;2;1;8;5;14;13;3;2;1;1.80;;;1.95;2017-05-28;1.34;1.29;1.83;1.44;2.63;;;2.00;3.80;3.30;2.75;4.33;2.10;True;;;False;True;False;True;False;True;;;False;True;False;False;False;True;True;False;False;False;False;False;False;True;True;True;True;True;0.8;-19.77;-34.01;-24.04;68.1;28.12;9.36;10.64;9.67;3.89;-6.4;1.28;-14.8;-10.84;-63.48;-33.58;-5.09;-4.64;-5.23;3.71;4.48;2.39;1.56;2.42;-24.2;-17.81;-8.38;22.4;16.66;18.1;14.47;11.83;7.9;1.33;6.75;11.07;3.0;-3.33;-4.59;4.4;25.0;79.72;52.45;61.23;46.85;1.19;42.73;29.9;17.82;0.11;-3.96;-1.75;1.98;2.05;-3.02;1.98;-39.6;2.75;3.47;3.9;14.52;12.01;10.51;4.62;6.12;31.27;17.33;25.8;-21.0;34.5;20.94;14.83;13.39;8.67;1.74;39.85;22.51;-20.85;2.28;-5.43;-4.01;-21.14;-15.81;-86.15;-54.45;-30.61;-11.22;-5.63;3.27;-42.6;7.99;-45.0;0;17:00:00;-1;CRU;SAN;1.08;1.36;2.15;4.00;9.00;19.00;8.50;3.00;1.67;1.22;1.07;1.02
SPT X GRE 2017-05-28;178 (71%);420 (84%);8;8;33%;67%;;;;;1;4;6;12;;;48;47;13;21;6;3;1;0;2;0;250;499;0;1;10;10;5;5;6;10;2;9;12;19;1;5;3;1.70;;;2.05;2017-05-28;1.34;1.20;1.95;1.33;3.25;;;1.85;4.50;3.30;2.63;4.75;2.05;False;;;True;True;True;False;True;False;;;True;False;False;False;True;False;True;True;True;True;True;True;False;False;False;False;False;False;10.0;-2.49;6.14;6.43;0.28;66.82;45.39;100.0;63.33;-99.6;-40.64;6.55;-23.59;-18.66;-4.09;32.17;26.25;57.33;35.81;-39.47;-12.62;-2.5;11.69;40.5;21.71;-60.25;34.75;9.28;67.26;100.0;71.56;49.76;34.03;-25.5;45.23;21.27;61.49;42.23;31.15;22.71;40.0;17.46;5.63;-36.0;-15.17;-81.53;-4.5;5.0;6.29;11.42;1.42;10.47;10.85;12.88;9.09;12.57;-100.0;13.53;43.2;35.71;86.63;100.0;100.0;67.97;45.16;27.52;13.68;-59.02;8.27;-4.45;-5.05;-2.86;66.7;35.06;66.97;45.95;28.08;7.54;-33.74;-19.2;-11.08;55.93;29.95;79.05;49.35;30.21;-80.9;-40.86;-29.72;-16.24;-18.64;-70.0;4;19:00:00;1;GRE;SPT;1.10;1.40;2.40;4.33;10.00;21.00;7.50;2.75;1.53;1.20;1.06;1.02
