game;Accurate passes_away;Accurate passes_home;Aerials won_away;Aerials won_home;Ball possession_away;Ball possession_home;Blocked shots_away;Blocked shots_home;Corner kicks_away;Corner kicks_home;Counter attacks_away;Counter attacks_home;Duels won_away;Duels won_home;Fouls_away;Fouls_home;Goalkeeper saves_away;Goalkeeper saves_home;Hit woodwork_away;Hit woodwork_home;Offsides_away;Offsides_home;Passes_away;Passes_home;Red cards_away;Red cards_home;Shots inside box_away;Shots inside box_home;Shots off target_away;Shots off target_home;Shots on target_away;Shots on target_home;Shots outside box_away;Shots outside box_home;Total shots_away;Total shots_home;Yellow cards_away;Yellow cards_home;away_score;both_score_No;both_score_Over;both_score_Under;both_score_Yes;data;double_chance_12;double_chance_1X;double_chance_X2;draw_no_bet_1;draw_no_bet_2;final_result_1;final_result_2;final_result_X;first_half_1;first_half_2;first_half_X;fl_both_score_No;fl_both_score_Over;fl_both_score_Under;fl_both_score_Yes;fl_double_chance_12;fl_double_chance_1X;fl_double_chance_X2;fl_draw_no_bet_1;fl_draw_no_bet_2;fl_final_result_1;fl_final_result_2;fl_final_result_X;fl_first_half_1;fl_first_half_2;fl_first_half_X;fl_total_goals_Over_0.5;fl_total_goals_Over_1.5;fl_total_goals_Over_2.5;fl_total_goals_Over_3.5;fl_total_goals_Over_4.5;fl_total_goals_Over_5.5;fl_total_goals_Under_0.5;fl_total_goals_Under_1.5;fl_total_goals_Under_2.5;fl_total_goals_Under_3.5;fl_total_goals_Under_4.5;fl_total_goals_Under_5.5;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home;total_goals_Over_0.5;total_goals_Over_1.5;total_goals_Over_2.5;total_goals_Over_3.5;total_goals_Over_4.5;total_goals_Over_5.5;total_goals_Under_0.5;total_goals_Under_1.5;total_goals_Under_2.5;total_goals_Under_3.5;total_goals_Under_4.5;total_goals_Under_5.5
PON X PAL 2016-05-21;404 (81%);176 (66%);21;24;66%;34%;2;4;6;4;;;63;62;16;21;2;4;0;1;3;3;497;268;;;7;5;4;3;5;4;4;6;11;11;4;3;1;1.80;;;1.95;2016-05-21;1.38;1.48;1.48;1.83;1.83;2.80;2.60;3.10;3.40;3.40;2.00;False;;;True;True;True;False;True;False;True;False;False;True;False;False;True;True;True;False;False;False;False;False;False;True;True;True;-7.8;0.26;-3.58;24.2;13.3;9.32;6.96;10.18;0.46;-3.8;-1.02;-12.44;6.2;26.24;15.58;-60.3;-10.16;80.1;41.72;59.52;42.67;22.88;-69.99;6.65;-46.0;-3.56;-7.93;69.4;44.57;30.92;17.6;11.88;2.48;-47.51;1.6;6.45;34.33;25.9;15.93;10.0;0.0;3.13;-6.81;-10.86;-5.9;-34.15;-2.95;-10.98;-0.45;-4.8;-2.57;-6.38;-7.89;-8.44;-2.99;-0.12;42.2;-3.33;1.67;-3.33;-5.21;-11.55;-9.95;-9.37;-8.65;-48.23;-35.18;8.34;-27.8;-68.41;-55.73;-30.21;-18.41;-11.4;-3.88;-2.15;-82.24;-59.8;24.01;-36.46;-17.58;-10.69;-0.64;0.14;-10.3;-11.63;34.7;19.35;14.33;9.11;7.08;-100.0;2;17:00:00;1;PAL;PON;1.10;1.40;2.35;4.33;10.00;21.00;7.50;2.75;1.57;1.20;1.06;1.02
FLU X STA 2016-05-21;277 (81%);403 (87%);18;15;43%;57%;2;3;5;6;;;59;59;23;20;3;1;;;;;341;462;;;5;9;5;7;3;5;5;6;10;15;5;3;2;1.75;;;2.00;2016-05-21;1.29;1.14;2.30;1.25;3.75;1.62;6.00;3.60;2.30;5.50;2.10;False;;;True;False;True;True;False;False;False;False;True;False;False;True;True;True;True;True;False;False;False;False;False;False;True;True;4.4;21.18;16.89;49.72;52.18;68.82;43.34;38.56;25.79;24.31;8.22;7.02;6.99;10.51;8.15;7.11;47.55;31.17;61.06;39.2;6.15;-28.8;10.97;-10.88;-14.67;-13.95;-12.04;-10.02;-16.42;-44.39;-32.82;-50.94;-35.91;13.32;-87.01;-43.73;35.4;13.65;13.96;48.63;;-62.0;-17.64;-5.99;4.9;7.52;9.9;29.79;12.88;27.82;-79.18;-37.37;-12.93;-6.53;75.82;48.56;7.04;34.63;100.0;100.0;75.73;42.83;17.91;-9.7;-13.7;-25.66;-17.77;1.76;-12.7;-12.76;-8.17;-9.47;-6.36;-34.52;-21.01;-19.26;-12.85;-9.41;26.14;33.16;-46.84;-13.31;-74.35;-40.63;-23.2;-6.88;-0.92;7.83;57.83;19.56;35.53;35.0;2;19:30:00;0;STA;FLU;1.08;1.33;2.08;3.75;8.00;19.00;8.50;3.25;1.73;1.25;1.08;1.02
CRU X FIG 2016-05-21;139 (61%);444 (83%);18;17;31%;69%;2;4;4;5;;;57;62;14;11;6;3;;;1;1;229;533;;;6;4;6;5;5;8;7;13;13;17;1;3;2;1.50;;;2.50;2016-05-21;1.25;1.10;2.80;1.13;6.00;1.44;7.50;4.20;2.00;8.00;2.20;False;;;True;False;True;True;False;False;False;False;True;False;True;False;True;True;True;True;False;False;False;False;False;False;True;True;-10.0;35.29;29.15;24.68;20.9;15.65;15.02;15.02;55.02;35.89;24.52;-4.15;17.76;72.67;100.0;61.68;42.49;76.09;46.69;21.87;16.68;13.23;-0.66;7.83;7.96;57.35;36.35;33.86;13.65;1.64;11.4;6.25;29.18;8.6;-34.2;-3.88;-77.76;-40.93;-20.9;-4.48;5.0;-1.72;5.87;4.44;3.59;8.48;-16.5;-50.38;-50.52;-25.61;-65.8;44.53;-95.47;79.53;21.11;20.84;-21.4;13.6;19.72;15.34;28.54;56.38;-35.25;4.75;30.94;26.68;12.65;-19.82;14.89;28.25;19.34;10.52;16.02;13.93;10.61;-26.2;-8.22;-1.81;-7.12;8.8;7.9;60.44;44.45;29.95;25.95;13.95;-41.2;-18.79;-7.66;45.2;-11.4;20.0;2;22:00:00;0;FIG;CRU;1.08;1.40;2.25;4.00;9.00;21.00;8.00;2.75;1.62;1.22;1.07;1.02
CAP X CAM 2016-05-22;440 (84%);298 (76%);10;12;58%;42%;6;2;14;5;;;41;40;7;18;2;8;;;3;1;523;391;;;15;5;10;4;9;3;10;4;25;9;1;3;1;1.91;;;1.91;2016-05-22;1.38;1.30;1.70;1.53;2.38;2.20;3.50;3.10;2.88;3.75;2.10;False;;;True;False;True;True;False;False;False;False;True;True;False;False;True;True;False;False;False;False;False;False;True;True;True;True;-15.0;80.3;44.6;-43.8;-11.66;-13.97;-25.07;-66.73;-38.22;-21.32;-10.88;-4.92;-4.42;-3.75;25.4;19.59;7.76;0.72;-12.5;-11.4;-49.68;-31.75;-9.52;-75.73;-46.22;-19.43;100.0;56.98;-68.5;-19.47;-13.73;-22.26;28.43;-0.46;12.48;0.97;4.39;-21.3;-22.83;15.1;-100.0;11.36;-10.1;19.7;6.81;25.2;-4.07;15.93;0.31;-9.01;-7.69;-12.0;-41.05;-26.46;27.27;8.72;13.86;7.08;7.96;6.26;-3.68;3.2;-16.8;-6.27;-13.52;-32.47;-24.24;5.87;-22.86;-26.13;-17.12;-55.64;-25.03;-16.46;-26.17;-62.69;-100.0;-68.9;-7.07;-43.09;-100.0;-77.05;-92.37;-27.04;-18.21;-5.15;-60.2;-34.2;-24.69;-7.02;22.7;-35.0;1;12:00:00;0;CAM;CAP;1.08;1.36;2.15;3.75;9.00;19.00;8.00;3.00;1.67;1.25;1.07;1.02
SAN X CFC 2016-05-22;374 (83%);551 (89%);7;10;42%;58%;0;4;1;2;;;42;54;15;12;2;0;1;0;3;6;451;622;;;4;6;3;4;1;4;0;6;4;12;2;5;1;1.67;;;2.10;2016-05-22;1.29;1.11;2.50;1.18;4.50;1.55;7.00;3.60;2.20;6.00;2.20;False;;;True;True;True;False;True;False;True;False;False;False;True;False;True;True;True;False;False;False;False;False;False;True;True;True;10.0;-6.1;-9.58;-0.75;5.2;7.39;9.34;7.51;5.58;14.53;5.5;8.67;-77.8;-38.55;-16.96;11.07;-11.6;8.4;13.43;11.98;15.75;14.68;7.87;-30.5;-19.52;-12.66;-3.96;4.27;7.88;9.76;10.53;4.44;10.82;7.4;9.79;4.17;5.83;-21.3;-7.47;-1.01;-5.0;-7.31;-11.82;53.47;26.75;7.12;14.1;7.36;3.38;-28.49;-24.87;-17.71;-13.46;-10.93;-7.57;12.2;6.21;17.36;50.05;29.48;92.25;53.44;30.37;19.62;11.21;40.63;-26.9;6.89;-3.47;8.1;6.53;4.04;2.5;4.73;5.31;1.53;-1.4;4.0;7.29;5.98;7.32;33.46;24.0;17.97;14.79;12.9;4.91;-5.6;9.4;1.33;8.43;100.0;2;12:00:00;1;CFC;SAN;1.08;1.36;2.15;3.75;8.00;19.00;8.00;3.00;1.67;1.25;1.08;1.02
CHA X AME 2016-05-22;218 (70%);407 (82%);13;22;39%;61%;2;4;2;6;;;47;74;26;12;5;2;;;1;3;313;495;;;4;10;4;6;3;8;5;8;9;18;4;0;1;1.57;;;2.25;2016-05-22;1.29;1.14;2.30;1.22;4.00;1.62;6.00;3.60;2.30;6.00;2.05;False;;;True;True;True;False;True;False;True;False;False;False;True;False;True;True;True;True;False;False;False;False;False;False;True;True;1.6;-1.76;-32.2;27.4;2.46;-2.6;7.0;8.12;4.79;10.04;-6.4;-23.4;-3.96;-75.8;-42.54;32.68;7.24;12.23;40.4;23.69;16.53;29.5;-20.35;12.57;13.21;10.67;15.31;11.96;21.77;18.26;41.55;35.31;31.97;-10.1;18.78;11.57;5.42;3.23;1.92;11.81;70.0;12.69;13.21;100.0;60.68;7.8;49.51;33.24;23.57;10.97;10.91;9.66;9.66;9.66;45.95;27.52;-6.0;76.57;20.73;12.53;4.97;3.45;-1.92;1.21;1.21;1.21;1.77;-9.06;2.1;2.3;-53.91;-30.21;-11.95;-6.1;-7.62;81.09;100.0;72.3;-2.27;42.73;25.53;8.99;4.83;8.47;10.77;12.14;12.95;18.06;3.51;2.2;-41.8;65.0;3;17:00:00;1;AME;CHA;1.10;1.44;2.35;4.50;11.00;23.00;7.50;2.63;1.57;1.18;1.05;1.01
GRE X FLA 2016-05-22;451 (84%);342 (79%);8;21;56%;44%;6;2;5;11;;;59;57;8;17;7;4;0;3;4;4;535;434;;;5;12;4;10;4;8;9;8;14;20;2;3;0;1.75;;;2.00;2016-05-22;1.36;1.29;1.80;1.44;2.63;2.05;3.75;3.20;2.75;4.33;2.05;True;;;False;True;True;False;True;False;True;False;False;False;False;True;True;False;False;False;False;False;False;True;True;True;True;True;-10.0;5.71;13.38;-27.8;-8.79;-1.55;78.4;47.45;32.68;61.57;34.96;-46.15;13.56;-46.4;-26.48;49.14;12.23;6.51;-40.86;-20.55;-21.73;-13.34;-27.63;33.5;56.77;37.72;61.76;44.38;87.9;54.3;31.9;50.97;39.64;-14.83;23.71;18.63;-24.1;40.9;14.74;5.7;;18.02;17.51;17.37;15.93;-3.22;15.07;78.25;100.0;71.61;67.98;100.0;100.0;48.16;26.27;6.78;5.6;-8.23;-36.22;-26.12;-20.48;-22.16;-18.33;37.35;14.77;56.51;31.73;12.82;-24.6;-10.54;-15.67;-17.43;-14.77;-11.55;-10.68;-29.78;-21.52;-16.6;8.64;31.94;-33.06;-12.82;-10.37;-8.92;-10.74;-6.99;-10.66;-12.84;18.27;1.22;5.49;-100.0;1;17:00:00;1;FLA;GRE;1.10;1.40;2.35;4.33;10.00;21.00;7.50;2.75;1.57;1.20;1.06;1.02
SPO X INT 2016-05-22;275 (76%);319 (79%);18;19;47%;53%;3;4;5;11;;;60;63;16;11;5;2;;;2;0;362;406;1;0;5;12;5;7;4;6;7;5;12;17;6;4;2;1.70;;;2.05;2016-05-22;1.36;1.25;1.83;1.36;3.00;2.00;4.00;3.20;2.63;4.75;2.00;False;;;True;True;False;True;False;True;False;True;False;False;True;False;True;True;True;False;False;False;False;False;False;True;True;True;10.0;-3.78;-1.18;0.76;-4.24;-1.24;22.4;21.19;10.41;-27.13;-14.45;15.1;-12.35;-15.07;-7.4;-30.98;-16.86;-33.47;-17.97;-9.39;-7.06;-1.7;13.12;8.34;1.46;-53.4;-28.8;-15.08;-27.3;27.23;-72.77;-34.86;-13.67;41.95;-2.3;49.5;30.49;15.63;6.42;0.76;0.0;-5.96;22.27;19.06;44.16;89.09;24.1;12.19;7.85;6.36;68.61;43.23;3.14;43.95;48.23;31.34;48.13;46.12;31.77;68.41;41.68;96.87;53.2;53.58;25.09;-42.85;-24.97;23.83;-21.37;-26.05;-52.18;-34.74;-18.42;-78.43;-38.74;-18.27;-8.33;-3.09;-14.0;50.24;31.37;20.52;14.7;11.24;10.84;8.94;7.82;100.0;8.16;3.0;11.93;20.0;1;17:00:00;-1;INT;SPO;1.10;1.44;2.35;4.50;11.00;23.00;7.00;2.63;1.57;1.18;1.05;1.01
VIT X COR 2016-05-22;445 (84%);177 (66%);18;19;66%;34%;1;2;5;5;1;0;61;59;24;20;2;5;1;0;3;5;529;270;0;1;10;6;5;3;7;5;3;4;13;10;4;6;2;1.80;;;1.95;2016-05-22;1.35;1.55;1.44;2.00;1.73;2.80;2.50;3.25;3.60;3.25;2.00;False;;;True;True;True;False;True;False;True;False;False;False;True;False;True;True;True;True;True;False;False;False;False;False;False;True;10.0;-54.6;-97.79;-70.93;-46.25;-18.92;-11.01;-7.13;-24.0;-24.4;-25.01;10.75;34.8;7.24;-40.0;-17.94;-12.49;-7.61;-79.06;-18.93;-14.77;-6.99;36.19;76.6;43.33;18.7;-34.73;-18.73;-61.56;-36.46;-21.55;24.75;-75.25;22.71;-36.76;-47.53;-28.93;-24.73;-4.8;-3.5;-10.0;-25.86;-15.59;-9.12;-1.01;11.51;-0.82;6.15;43.41;26.11;15.45;9.49;5.57;75.64;40.47;14.56;3.43;44.15;46.76;17.72;5.79;-5.08;69.92;33.07;14.91;3.76;-5.48;49.01;-12.38;-12.46;-17.51;-14.2;-42.24;25.8;-4.2;-0.29;-4.2;-4.2;24.26;-38.54;-26.8;-60.19;-44.67;-25.45;-20.19;-19.29;-15.79;-26.3;-39.1;-100.0;-31.08;0.0;3;17:00:00;1;COR;VIT;1.08;1.40;2.35;4.33;10.00;21.00;8.00;2.75;1.57;1.20;1.06;1.02
SPT X BOT 2016-05-22;346 (78%);436 (81%);13;16;45%;55%;2;4;1;10;;;52;54;10;14;6;3;2;1;5;1;443;537;;;10;5;13;2;4;7;9;8;19;13;2;3;1;1.80;;;1.95;2016-05-22;1.33;1.20;2.00;1.33;3.25;1.83;4.50;3.40;2.50;4.75;2.10;False;;;True;False;True;True;False;False;False;False;True;False;False;True;True;True;False;False;False;False;False;False;True;True;True;True;-2.8;2.54;16.14;-33.2;-11.93;-34.81;-25.21;-26.42;-13.91;84.33;46.47;-4.46;32.37;32.02;41.09;20.16;54.04;32.8;14.01;-34.6;-16.74;-11.07;2.67;-84.66;-52.99;-26.93;-22.01;-19.64;7.4;8.53;-6.8;-2.94;-8.54;2.68;-52.9;-27.6;44.4;14.51;-22.6;-7.08;-5.0;29.9;-25.1;-3.99;3.73;34.26;-11.27;-34.44;-15.31;-6.08;-5.59;3.16;-41.84;-20.54;-9.3;23.16;10.78;-30.07;-3.7;4.93;1.58;5.33;-19.67;-10.72;-8.34;-6.58;-0.91;10.82;-26.6;-12.55;32.6;22.74;20.86;16.98;7.5;4.64;-2.4;-23.09;10.43;37.6;12.59;20.62;-31.67;-11.44;-11.27;63.33;13.25;-24.5;10.5;10.21;6.9;70.0;1;19:30:00;0;BOT;SPT;1.08;1.36;2.10;3.75;8.00;19.00;8.50;3.00;1.70;1.25;1.08;1.02
BOT X CAP 2016-05-25;562 (87%);264 (79%);10;8;66%;34%;4;2;5;3;0;2;46;47;12;8;1;3;1;0;1;5;645;333;;;9;5;8;5;4;3;7;5;16;10;2;2;1;1.80;;;1.95;2016-05-25;1.35;1.34;1.70;1.53;2.38;2.20;3.30;3.25;2.88;4.00;2.05;False;;;True;True;True;False;True;False;True;False;False;True;False;False;True;True;True;False;False;False;False;False;False;True;True;True;-10.0;-11.75;-13.04;-11.01;-58.38;-40.73;-30.32;-23.76;-25.07;-33.88;77.05;-4.75;31.62;21.31;13.5;3.94;14.2;1.25;-5.4;-8.26;-9.88;-9.26;-1.62;-7.43;-6.35;32.2;25.14;9.42;0.07;-10.7;-39.32;-29.64;-22.9;37.0;-19.94;-57.81;-38.84;-54.42;-32.23;-18.96;0.0;9.6;31.97;26.77;3.34;15.62;-7.6;-11.64;-41.68;-27.68;-43.02;-27.51;-78.29;-16.63;-11.06;-100.0;6.73;-61.14;-38.06;-27.57;-14.2;5.85;-19.15;-3.39;-0.95;0.87;50.87;0.61;32.33;55.06;-38.73;76.27;39.1;22.91;15.64;11.9;6.13;0.46;-22.4;7.1;0.67;-3.2;-5.2;-1.06;-4.33;-0.54;-3.28;-4.91;-6.26;-18.3;-16.68;-55.0;2;20:30:00;1;CAP;BOT;1.08;1.40;2.30;4.33;10.00;21.00;8.00;2.75;1.60;1.20;1.06;1.02
FIG X SAN 2016-05-25;407 (84%);327 (81%);18;13;54%;46%;1;6;2;7;;;54;42;12;21;3;0;;;1;2;484;403;1;0;4;7;5;2;2;5;4;6;8;13;3;2;2;1.80;;;1.95;2016-05-25;1.34;1.42;1.60;1.67;2.10;2.38;2.90;3.30;3.10;3.75;2.00;False;;;True;False;True;True;False;False;False;False;True;False;False;True;True;True;True;True;False;False;False;False;False;False;True;True;-10.0;-52.2;-37.16;-28.21;33.4;18.71;12.92;37.57;21.5;-11.33;-7.43;-7.95;-10.67;-19.83;-11.29;-5.47;25.4;6.91;2.95;-32.0;-24.93;-48.61;-11.72;-35.68;-28.37;-12.49;-13.58;-7.37;-10.51;-7.38;-6.21;38.33;49.91;-8.97;24.07;8.33;-6.1;-79.65;-50.7;-35.89;0.0;-20.68;-42.69;-25.56;-25.95;-6.8;-20.8;-18.23;31.4;6.55;-7.47;-33.68;-20.64;-45.66;-27.64;-16.93;-9.77;-13.3;-33.48;-13.25;-8.45;-4.14;-1.25;1.97;-1.35;58.65;33.31;-12.13;33.4;18.44;9.72;0.07;13.79;19.66;19.26;54.02;82.72;53.66;-6.69;36.88;32.27;19.83;11.84;10.43;9.76;13.99;17.04;14.25;27.59;-33.83;20.51;100.0;2;20:30:00;0;SAN;FIG;1.08;1.40;2.35;4.33;10.00;21.00;8.00;2.75;1.57;1.20;1.06;1.02
AME X VIT 2016-05-25;299 (80%);348 (83%);16;10;47%;53%;2;3;1;4;;;62;46;18;22;4;0;;;3;1;373;420;1;0;3;6;4;5;1;4;4;6;7;12;3;4;1;;;;;2016-05-25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.0;3.05;2.89;-3.8;4.6;31.17;14.45;9.37;6.72;5.59;3.05;7.58;4.05;7.34;6.9;6.56;6.36;4.04;2.43;-4.6;-1.78;-3.78;6.13;22.47;14.44;14.66;14.42;19.49;14.72;13.37;22.82;18.44;10.47;5.28;11.17;6.58;3.08;1.74;11.31;2.73;10.0;-3.6;-4.81;-36.48;-25.06;29.77;-17.23;-17.58;-4.28;0.9;-18.9;-4.53;-4.48;-0.45;-2.69;-27.54;18.58;-18.08;-6.82;-20.5;-8.27;-13.38;-13.36;12.5;11.25;14.11;21.87;17.56;15.99;71.16;69.33;48.23;100.0;65.0;51.58;31.19;50.57;61.88;8.72;35.96;19.43;10.72;3.32;-1.46;-1.46;-81.46;-29.02;-17.85;-11.2;9.46;-7.26;40.0;1;22:00:00;0;VIT;AME;;;;;;;;;;;;
FLA X CHA 2016-05-25;250 (79%);461 (86%);17;15;38%;62%;3;2;5;2;1;0;51;59;24;10;0;3;;;3;3;318;536;0;1;7;5;4;4;5;2;5;3;12;8;1;4;2;1.62;;;2.20;2016-05-25;1.29;1.18;2.25;1.25;3.75;1.67;5.00;3.75;2.30;6.00;2.10;False;;;True;False;True;True;False;False;False;False;True;False;False;True;True;True;True;True;False;False;False;False;False;False;True;True;10.0;55.25;45.75;32.79;-74.08;-33.0;-16.06;24.0;6.27;38.1;26.08;10.5;29.08;-64.2;-25.08;-13.3;-4.43;3.76;8.58;7.92;7.53;7.3;15.79;22.16;20.5;14.56;1.42;2.82;7.53;1.11;1.99;3.22;3.27;13.94;-3.48;-34.5;-19.16;-10.03;21.47;14.01;5.0;0.42;0.87;6.14;2.78;12.84;1.64;2.08;-24.67;-12.28;27.11;13.83;40.31;27.91;18.55;11.12;-26.6;5.93;-40.53;-34.11;-20.13;-6.83;-3.72;1.1;2.44;7.43;5.02;-7.66;-14.0;-10.58;26.0;7.03;-4.2;-4.6;-86.45;-58.33;-39.37;-13.26;-0.86;-7.72;-70.17;-60.51;-35.77;-17.17;-5.37;-21.85;-12.14;-9.05;-17.59;84.4;-8.62;90.0;2;22:00:00;0;CHA;FLA;1.08;1.40;2.35;4.33;10.00;21.00;8.00;2.75;1.57;1.20;1.06;1.02
CFC X SPO 2016-05-25;331 (81%);328 (78%);17;27;50%;50%;0;4;3;6;;;49;69;12;18;2;6;1;0;1;0;407;419;;;3;5;4;6;7;3;8;8;11;13;2;2;1;1.70;;;2.05;2016-05-25;1.36;1.33;1.70;1.57;2.25;2.20;3.40;3.20;3.00;4.33;1.95;False;;;True;False;True;True;False;False;False;False;True;False;False;True;True;True;False;False;False;False;False;False;True;True;True;True;-3.4;-37.16;-16.34;-6.73;-5.77;-1.86;4.2;6.48;9.02;10.89;37.01;-1.52;-24.9;-2.15;6.4;0.01;24.7;49.89;34.36;29.65;21.49;34.62;-0.4;51.69;-41.32;-3.54;-5.18;-7.64;-9.85;-0.58;4.6;2.17;31.1;-2.04;-42.1;-61.18;-30.61;-17.07;-14.35;-37.81;-5.0;-19.08;-11.9;-7.25;-4.27;-3.01;-60.23;-35.9;-54.84;-6.09;-5.95;-2.33;-3.16;-4.6;-8.94;-5.63;-38.64;-3.67;-37.5;-22.44;-8.49;79.51;43.84;28.21;21.32;13.91;-23.43;-20.11;21.57;2.01;-3.43;-5.08;16.57;3.79;18.81;7.74;1.16;2.43;-12.39;-67.57;-38.12;-19.96;-9.16;47.43;32.3;10.62;7.74;31.02;11.52;-52.63;3.27;10.0;1;22:45:00;0;SPO;CFC;1.10;1.44;2.50;5.00;11.00;23.00;7.00;2.63;1.50;1.17;1.05;1.01
PAL X FLU 2016-05-25;262 (73%);293 (75%);29;17;48%;52%;4;4;4;8;;;65;56;12;20;4;3;;;3;1;360;390;;;10;7;7;4;3;7;4;8;14;15;0;1;0;1.91;;;1.91;2016-05-25;1.33;1.25;1.91;1.36;3.00;1.91;4.00;3.40;2.60;4.33;2.10;True;;;False;True;True;False;True;False;True;False;False;False;False;True;True;True;False;False;False;False;False;False;True;True;True;True;10.0;5.41;0.49;-2.6;-4.55;-3.79;-2.37;-1.09;-0.32;2.8;0.44;3.55;23.94;12.92;-51.31;-27.46;-17.54;-13.5;14.4;32.46;17.0;7.8;-42.4;2.34;-9.4;-14.04;-6.57;-62.13;-34.96;-23.79;-17.33;-2.83;10.26;-26.36;41.46;20.43;12.69;12.25;36.99;-19.6;-75.0;25.59;18.66;14.18;9.65;-18.07;12.89;51.48;36.05;51.87;53.35;74.07;43.41;100.0;82.63;100.0;-9.75;72.1;32.57;7.51;0.8;26.53;39.08;25.52;16.96;-22.3;32.7;-3.89;-16.7;-4.56;-9.53;-65.71;-43.2;-31.14;-39.04;-18.37;-1.98;-1.7;7.57;-2.38;-1.86;-3.22;3.14;-1.86;-2.48;3.14;72.31;38.86;19.34;3.08;7.74;5.0;2;22:45:00;1;FLU;PAL;1.07;1.33;2.10;3.75;8.00;17.00;9.00;3.25;1.70;1.25;1.08;1.02
STA X CRU 2016-05-25;462 (86%);213 (76%);3;13;66%;34%;5;3;7;1;;;39;53;15;16;0;5;;;1;3;537;282;;;9;6;9;2;6;4;11;3;20;9;3;2;1;1.95;;;1.80;2016-05-25;1.35;1.42;1.57;1.73;2.00;2.40;2.90;3.25;3.10;3.40;2.10;False;;;True;True;True;False;True;False;True;False;False;True;False;False;True;True;True;True;True;False;False;False;False;False;False;True;-10.0;-6.06;-3.47;-2.24;-5.76;-6.93;26.3;-29.2;-7.89;6.6;11.44;-11.28;79.65;49.32;28.41;15.6;-40.8;-86.93;-48.67;-30.88;-90.9;-56.34;-12.03;-29.21;-52.92;-37.22;-47.63;-28.92;-23.37;-42.47;-25.21;-18.16;-16.19;-17.48;-9.64;-8.21;-59.65;-39.86;-23.09;-43.49;-5.0;-33.0;-23.05;-15.11;-10.76;-39.8;-5.94;-4.74;-49.02;-100.0;-64.51;-39.99;-30.4;-20.05;-6.65;-9.27;-27.32;-10.82;-46.37;-23.86;-10.86;-2.75;78.3;47.84;27.22;14.96;7.67;-16.25;-2.24;-22.24;-14.13;-29.31;-6.1;-2.31;11.44;53.12;56.49;26.1;-19.66;-26.65;-74.16;-53.76;-44.94;-37.46;-31.54;23.76;9.32;9.3;14.3;-13.52;6.14;35.0;4;22:45:00;1;CRU;STA;1.07;1.33;2.08;3.75;8.00;17.00;9.00;3.25;1.73;1.25;1.08;1.02
COR X PON 2016-05-26;327 (80%);454 (81%);15;15;43%;57%;2;5;3;5;;;47;62;15;23;4;1;;;1;0;411;562;;;4;8;3;3;1;6;2;7;6;14;3;3;0;1.75;;;2.00;2016-05-26;1.25;1.10;2.50;1.18;4.50;1.50;7.00;3.80;2.20;6.00;2.25;True;;;False;True;True;False;True;False;True;False;False;True;False;False;True;True;True;False;False;False;False;False;False;True;True;True;10.0;16.63;18.01;13.84;26.91;21.81;78.4;45.88;21.92;17.45;15.71;9.2;0.61;-5.0;35.0;18.97;50.05;35.64;27.16;19.15;11.59;4.18;8.72;2.27;-1.0;-1.46;-21.88;-12.42;-1.8;-0.4;-1.36;24.55;18.35;18.43;14.29;9.05;6.07;2.44;1.77;6.37;0.0;36.94;14.72;36.01;23.66;14.21;-39.29;-17.0;-53.86;-33.34;-19.29;-7.83;-4.0;1.62;-4.29;7.8;13.11;11.16;69.87;34.78;24.29;52.15;33.72;13.63;11.89;10.12;11.46;12.95;9.86;9.28;77.4;52.9;57.97;54.31;52.14;30.73;-29.91;-9.16;5.46;70.09;36.14;19.06;11.5;4.79;2.95;-6.7;-10.33;-10.19;-10.1;8.86;-35.43;-50.0;3;12:00:00;1;PON;COR;1.06;1.30;1.95;3.40;7.00;15.00;10.00;3.40;1.85;1.30;1.10;1.03
