game;Accurate passes_away;Accurate passes_home;Aerials won_away;Aerials won_home;Ball possession_away;Ball possession_home;Big chances missed_away;Big chances missed_home;Big chances_away;Big chances_home;Blocked shots_away;Blocked shots_home;Clearances_away;Clearances_home;Corner kicks_away;Corner kicks_home;Counter attacks_away;Counter attacks_home;Crosses_away;Crosses_home;Dispossessed_away;Dispossessed_home;Dribbles_away;Dribbles_home;Duels won_away;Duels won_home;Fouls_away;Fouls_home;Goalkeeper saves_away;Goalkeeper saves_home;Hit woodwork_away;Hit woodwork_home;Interceptions_away;Interceptions_home;Long balls_away;Long balls_home;Offsides_away;Offsides_home;Passes_away;Passes_home;Red cards_away;Red cards_home;Shots inside box_away;Shots inside box_home;Shots off target_away;Shots off target_home;Shots on target_away;Shots on target_home;Shots outside box_away;Shots outside box_home;Tackles_away;Tackles_home;Total shots_away;Total shots_home;Yellow cards_away;Yellow cards_home;away_score;both_score_No;both_score_Yes;data;double_chance_12;double_chance_1X;double_chance_X2;draw_no_bet_1;draw_no_bet_2;final_result_1;final_result_2;final_result_X;first_half_1;first_half_2;first_half_X;fl_both_score_No;fl_both_score_Yes;fl_double_chance_12;fl_double_chance_1X;fl_double_chance_X2;fl_draw_no_bet_1;fl_draw_no_bet_2;fl_final_result_1;fl_final_result_2;fl_final_result_X;fl_first_half_1;fl_first_half_2;fl_first_half_X;fl_total_goals_Over_0.5;fl_total_goals_Over_1.5;fl_total_goals_Over_2.5;fl_total_goals_Over_3.5;fl_total_goals_Over_4.5;fl_total_goals_Over_5.5;fl_total_goals_Under_0.5;fl_total_goals_Under_1.5;fl_total_goals_Under_2.5;fl_total_goals_Under_3.5;fl_total_goals_Under_4.5;fl_total_goals_Under_5.5;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home;total_goals_Over_0.5;total_goals_Over_1.5;total_goals_Over_2.5;total_goals_Over_3.5;total_goals_Over_4.5;total_goals_Over_5.5;total_goals_Under_0.5;total_goals_Under_1.5;total_goals_Under_2.5;total_goals_Under_3.5;total_goals_Under_4.5;total_goals_Under_5.5
BAH X SAN 2018-04-21;284 (81%);334 (85%);13;19;47%;53%;1;1;1;2;2;2;;;6;7;1;0;;;;;;;73;77;21;29;4;2;0;1;;;;;5;2;352;395;;;6;8;4;5;2;5;2;4;;;8;12;3;4;0;1.80;1.95;2018-04-21;1.39;1.29;1.70;1.53;2.37;2.20;3.60;3.00;3.00;4.00;2.00;True;False;True;True;False;True;False;True;False;False;False;False;True;True;False;False;False;False;False;False;True;True;True;True;True;-10.0;72.89;44.34;24.31;16.4;16.5;6.15;4.8;-4.6;-5.81;-0.76;-12.55;8.2;2.93;20.56;11.03;-25.4;-6.55;5.4;35.4;35.51;27.6;-9.06;20.61;24.05;5.72;-5.95;-8.45;-6.32;-6.99;-11.05;-13.45;7.8;41.8;-2.4;2.6;-2.4;-32.84;-22.9;-16.24;-10.0;-7.0;7.85;7.59;72.57;18.85;38.85;18.39;-23.2;-16.05;-22.78;-7.61;-3.59;-1.28;-6.02;4.13;9.15;6.77;10.48;0.6;-15.7;-0.87;23.3;11.07;0.31;-6.7;-5.5;44.33;-45.95;-38.14;-18.13;44.05;45.8;30.87;-19.4;0.6;30.6;15.0;24.48;9.47;-19.4;-6.77;-5.7;-2.83;-1.13;1.37;1.37;-4.4;-6.6;12.25;20.6;40.0;1;17:00:00;1;SAN;BAH;1.10;1.39;2.29;4.33;10.00;21.00;7.50;2.75;1.60;1.19;1.06;1.01
FLA X AME 2018-04-21;275 (80%);286 (83%);22;18;51%;49%;3;0;3;2;8;3;;;12;6;;;;;;;;;65;57;17;15;3;5;1;0;;;;;0;1;345;345;;;11;8;5;6;5;5;7;6;;;18;14;1;1;0;1.66;2.10;2018-04-21;1.22;1.11;2.79;1.14;5.50;1.44;7.00;4.33;1.95;7.00;2.29;True;False;True;True;False;True;False;True;False;False;True;False;False;True;True;False;False;False;False;False;False;True;True;True;True;-10.0;5.5;7.53;8.74;33.45;28.15;25.36;15.54;-23.6;-13.47;-12.04;-1.68;-1.9;5.9;-4.8;-21.0;-46.3;-17.07;-17.39;-71.78;-38.32;45.2;9.27;54.23;9.54;15.96;14.99;5.11;4.61;79.03;46.12;26.56;21.62;59.19;18.32;9.55;9.91;10.13;29.79;21.48;5.0;35.66;13.89;-34.47;-22.04;42.19;-37.88;-27.85;-19.64;-18.11;-79.44;-54.81;-46.72;-59.11;-36.08;63.4;30.43;2.09;-6.0;39.15;22.4;7.61;5.5;7.72;60.79;10.32;10.31;22.37;10.3;88.76;81.31;53.2;34.25;12.99;-2.07;-9.95;-13.33;-12.74;17.22;-16.65;-14.35;-1.99;6.0;9.52;-24.0;-14.14;-77.85;-65.73;-39.73;10.8;-37.03;-35.0;2;20:00:00;1;AME;FLA;1.06;1.28;1.89;3.25;6.50;15.00;10.00;3.50;1.89;1.33;1.11;1.03
PAR X COR 2018-04-22;387 (83%);348 (84%);15;10;52%;48%;1;0;3;0;1;6;;;2;5;;;;;;;;;73;57;16;16;6;0;0;1;;;;;1;2;467;413;;;8;5;4;5;4;6;1;12;;;9;17;1;1;4;1.61;2.20;2018-04-22;1.39;1.70;1.29;2.50;1.50;3.60;2.20;3.00;4.33;3.10;1.90;True;False;True;False;True;False;True;False;True;False;False;True;False;True;True;True;True;False;;False;False;False;False;True;False;-3.4;6.49;15.72;37.76;18.77;4.26;-7.8;7.0;42.6;24.24;8.8;6.4;11.21;16.55;1.37;-10.3;-7.24;-1.8;-74.34;-100.0;-77.65;-35.01;9.0;-21.99;-13.65;4.04;0.51;49.04;21.85;6.36;-7.07;-9.13;-16.14;3.15;-16.14;-14.67;-38.8;-19.74;-13.41;7.6;35.0;-3.05;-3.05;21.95;49.23;-2.2;22.8;7.88;-5.0;-6.68;-11.72;-6.73;-8.76;-5.04;-27.82;-46.37;-2.2;-22.75;-13.34;-8.12;29.8;25.15;16.55;46.8;29.79;21.18;17.75;-4.55;11.09;4.53;3.23;2.18;1.55;1.55;-27.4;-23.22;-26.26;-23.06;9.1;-100.0;-53.78;-27.09;44.33;20.39;21.14;14.77;-72.48;-38.84;-23.28;7.78;65.0;70.0;0;12:00:00;-1;COR;PAR;1.12;1.53;2.70;5.50;13.00;;6.00;2.37;1.44;1.14;1.04;-1
CAM X VIT 2018-04-22;252 (79%);431 (87%);16;9;40%;60%;3;1;3;2;2;2;;;5;6;;;;;;;;;64;53;19;22;3;3;0;3;;;;;1;6;321;497;;;8;5;6;5;3;5;4;7;;;11;12;4;2;1;1.90;1.90;2018-04-22;1.25;1.11;2.62;1.16;5.00;1.50;7.00;4.00;2.10;6.00;2.29;False;True;True;True;False;True;False;True;False;False;True;False;False;True;True;True;False;False;False;False;False;False;True;True;True;10.0;0.87;26.4;10.5;7.04;4.98;29.17;17.38;12.32;8.86;10.41;12.87;-19.8;79.0;40.26;24.22;19.41;18.02;9.84;4.65;1.47;-6.27;14.57;19.53;-25.47;89.53;56.55;-51.0;-7.51;4.0;10.2;12.14;-19.8;40.58;-9.87;-10.52;-6.36;-3.89;5.67;-34.33;5.0;-12.52;-9.49;-27.69;-10.69;36.05;6.2;7.2;-7.3;-32.37;-18.43;-10.14;-5.21;11.28;8.87;6.46;27.61;5.02;4.17;26.19;15.03;8.39;49.44;28.65;14.56;28.04;16.06;15.9;-32.2;17.8;34.28;11.35;84.19;49.85;22.82;5.62;-64.71;-36.61;8.94;-21.28;-11.95;-6.41;1.29;10.66;6.61;-34.71;-16.34;-87.73;-50.92;2.94;-23.3;50.0;2;17:00:00;1;VIT;CAM;1.05;1.25;1.85;3.00;6.00;13.00;11.00;3.75;1.95;1.36;1.12;1.04
CEA X SPO 2018-04-22;409 (86%);421 (86%);16;9;50%;50%;0;1;0;1;1;7;;;7;7;0;1;;;;;;;59;41;7;12;3;3;;;;;;;1;1;473;490;;;4;3;7;4;3;3;7;11;;;11;14;1;1;0;1.80;1.95;2018-04-22;1.36;1.57;1.39;2.10;1.66;3.00;2.39;3.20;3.60;3.20;2.00;True;False;False;True;True;False;False;False;False;True;False;False;True;False;False;False;False;False;False;True;True;True;True;True;True;-10.0;-21.2;-14.53;-10.16;-12.75;-26.14;-16.07;-45.08;-18.86;-16.1;24.2;-6.23;11.46;4.66;2.39;9.23;6.77;6.97;7.58;7.57;37.03;23.19;-3.98;9.96;8.49;7.62;4.87;5.59;-7.2;-29.95;-35.02;23.0;3.17;-2.65;-56.7;-51.92;-21.81;-34.07;-14.82;5.6;0.0;27.51;6.07;3.31;-1.74;-1.85;-2.27;-29.97;-18.84;-17.81;-42.2;-23.36;-5.3;-1.42;41.6;28.48;-0.64;18.42;36.46;27.56;75.97;47.73;30.94;19.14;13.62;28.31;21.5;-6.16;17.45;2.58;18.74;6.69;1.02;-17.6;-14.75;-15.07;-13.76;-2.59;-6.94;-24.83;-8.99;-14.03;-7.02;-8.62;-97.35;-54.68;-28.24;63.6;31.68;-32.41;29.43;30.0;0;17:00:00;0;SPO;CEA;1.08;1.39;2.29;4.33;10.00;21.00;8.00;2.75;1.60;1.19;1.06;1.01
CHA X VAS 2018-04-22;472 (84%);230 (75%);17;9;64%;36%;1;1;2;2;4;2;;;3;3;;;;;;;;;53;37;8;13;1;3;;;;;;;2;2;559;306;;;9;4;9;6;4;2;8;6;;;17;10;2;1;1;1.80;1.95;2018-04-22;1.30;1.22;2.00;1.33;3.25;1.83;4.33;3.50;2.50;4.75;2.10;False;True;False;True;True;False;False;False;False;True;True;False;False;True;True;False;False;False;False;False;False;True;True;True;True;-10.0;53.97;28.46;12.96;3.75;7.8;12.93;8.98;1.43;5.24;86.64;-2.28;43.93;19.29;5.02;-6.76;-45.43;-26.91;24.6;-35.4;-24.63;-32.24;8.67;-24.47;19.67;1.57;-23.02;21.98;3.73;-3.02;-4.14;-3.77;-1.9;8.02;1.98;-28.02;-21.45;-18.06;-16.41;-10.11;0.0;-34.13;-25.08;-44.7;-32.56;11.77;-25.75;-54.46;-37.96;-71.28;-72.86;-100.0;-71.49;-46.33;-23.03;-10.67;3.74;-7.46;-11.49;17.87;9.9;14.03;15.34;11.12;6.75;-5.48;-12.1;2.35;-8.16;-10.44;-11.79;-10.72;-14.7;-12.82;-21.32;-36.38;-25.43;-18.55;1.15;-14.84;-51.88;-33.16;-23.52;20.89;5.48;33.54;62.24;34.31;15.85;35.81;6.36;-5.0;1;17:00:00;0;VAS;CHA;1.08;1.36;2.10;3.75;8.00;19.00;8.50;3.00;1.70;1.25;1.08;1.02
FLU X CRU 2018-04-22;491 (85%);190 (70%);24;16;69%;31%;3;0;3;0;4;2;;;7;1;;;;;;;;;62;54;19;13;0;5;1;0;;;;;3;0;576;273;0;1;11;2;6;0;6;1;5;1;;;16;3;2;3;0;1.90;1.90;2018-04-22;1.36;1.39;1.50;1.72;2.00;2.50;2.79;3.10;3.25;3.50;2.04;True;False;True;True;False;True;False;True;False;False;False;False;True;True;False;False;False;False;False;False;True;True;True;True;True;1.0;2.2;-37.8;-28.76;-21.27;-17.62;-9.44;21.0;-14.0;-5.17;-8.56;1.59;-36.38;-26.39;-21.25;-12.74;-7.54;-5.57;-6.47;-6.76;-9.09;-35.47;1.95;-26.34;-20.91;-11.08;21.1;5.59;-15.5;-12.49;-13.4;-10.51;-6.81;2.16;-3.87;-27.83;-22.08;-19.02;-10.37;-5.22;0.0;-5.31;-6.75;-7.61;-8.63;-5.0;75.96;38.34;18.14;1.14;-9.95;-55.93;-39.22;-29.22;-27.9;-57.45;-12.28;-27.42;-21.04;-17.24;-14.62;-10.8;-11.87;-11.3;-10.96;-10.76;-10.64;-32.58;-5.57;-7.6;-8.8;-14.52;-15.14;-15.88;-15.95;-40.99;-53.45;-66.07;-19.84;-63.57;-47.09;-30.43;-15.68;-46.54;-30.63;-22.28;-47.69;-43.17;-31.31;-1.47;-26.86;-100.0;1;17:00:00;1;CRU;FLU;1.08;1.36;2.14;4.00;9.00;19.00;8.50;3.00;1.66;1.22;1.07;1.02
PAL X INT 2018-04-22;394 (82%);309 (79%);21;8;56%;44%;0;1;0;2;1;3;;;9;8;0;1;;;;;;;56;51;15;14;1;3;0;1;;;;;2;0;483;390;;;4;7;4;8;2;2;3;6;;;7;13;2;2;0;1.61;2.20;2018-04-22;1.28;1.12;2.50;1.19;4.33;1.55;6.50;3.75;2.25;6.00;2.10;True;False;True;True;False;True;False;True;False;False;True;False;False;True;False;False;False;False;False;False;True;True;True;True;True;-10.0;-9.18;-8.06;-3.31;-5.99;-42.42;-24.27;25.73;7.3;7.3;35.26;-11.27;23.61;34.82;43.36;48.29;32.23;23.56;-20.4;-1.89;-3.41;-3.04;-12.02;-2.75;4.4;6.6;1.57;-2.4;7.6;3.12;30.93;17.96;15.26;-12.46;7.91;81.35;42.78;21.68;3.76;-4.2;0.0;-6.03;-8.13;-9.35;-9.71;-37.73;-15.26;-14.53;-38.68;-31.91;-62.89;-35.93;-24.56;-35.94;-39.28;-18.67;-27.01;-24.75;47.4;28.74;30.87;45.65;50.75;19.25;41.7;29.67;11.89;-8.66;41.67;21.6;6.84;-3.72;-7.42;-9.39;-42.73;-27.55;-3.52;2.58;-15.25;-2.42;-2.42;-2.6;-34.9;-28.36;-19.1;-13.05;-14.45;8.13;-12.2;-14.18;7.8;-10.0;1;17:00:00;1;INT;PAL;1.08;1.36;2.20;4.00;9.00;19.00;8.00;3.00;1.64;1.22;1.07;1.02
GRE X CAP 2018-04-22;517 (86%);507 (86%);13;9;51%;49%;0;4;0;4;2;4;;;4;7;;;;;;;;;41;45;15;9;6;1;0;1;;;;;1;3;602;587;1;0;4;15;4;12;1;6;3;7;;;7;22;4;3;0;1.61;2.20;2018-04-22;1.29;1.14;2.29;1.19;4.33;1.61;6.00;3.60;2.29;6.00;2.10;True;False;False;True;True;False;False;False;False;True;False;False;True;False;False;False;False;False;False;True;True;True;True;True;True;-10.0;6.44;34.87;17.69;9.31;4.33;16.0;7.26;4.62;3.06;42.13;-5.05;24.24;14.6;8.86;5.46;20.46;14.95;11.67;34.72;30.83;100.0;-2.1;56.24;4.73;-7.4;-12.11;-0.84;2.4;15.8;12.54;35.61;27.03;-4.8;23.3;20.33;5.14;-6.75;-5.67;-5.67;0.0;-26.87;-13.42;-5.43;-1.05;-1.4;19.7;22.82;18.52;50.96;62.09;32.4;15.49;-38.05;-24.75;-21.49;26.45;-21.95;-39.62;-32.53;-20.81;-38.85;-24.2;-14.2;28.2;5.6;3.52;37.05;0.43;-21.8;-11.63;83.0;33.67;23.15;23.38;17.07;7.38;48.68;18.69;52.12;39.19;26.85;-56.2;-28.5;-18.88;-12.08;-7.67;-0.58;-0.46;8.11;24.8;95.0;0;20:00:00;0;CAP;GRE;1.10;1.39;2.25;4.33;10.00;21.00;7.50;2.75;1.61;1.19;1.06;1.01
SPT X BOT 2018-04-23;290 (77%);302 (77%);16;30;50%;50%;1;2;1;2;2;5;;;7;10;0;2;;;;;;;64;74;15;14;11;0;;;;;;;0;2;375;391;;;4;8;7;4;1;11;6;12;;;10;20;3;1;1;1.80;1.95;2018-04-23;1.34;1.34;1.70;1.57;2.25;2.20;3.29;3.29;2.87;4.00;2.04;False;True;False;True;True;False;False;False;False;True;False;False;True;True;True;False;False;False;False;False;False;True;True;True;True;-10.0;6.6;27.17;56.79;30.89;42.06;42.11;20.98;54.64;30.2;13.53;-4.85;-20.2;-36.02;-14.58;23.8;53.1;39.67;77.68;49.23;26.3;7.78;6.1;-4.6;7.2;-5.2;2.6;-1.4;-1.51;-2.83;-4.3;-5.75;-6.71;7.31;-2.29;3.27;24.69;73.17;100.0;80.95;-5.0;49.69;24.61;17.11;-15.2;4.75;-2.28;32.5;21.17;14.58;37.3;29.72;58.16;87.29;24.61;18.79;-22.2;36.79;23.29;54.51;39.02;16.49;-16.25;-31.58;-18.34;-4.15;7.1;-8.96;11.74;16.43;7.86;2.52;-56.63;43.37;3.59;0.63;-1.63;-7.03;-23.58;-2.33;-3.3;-3.87;-4.21;-4.01;-4.63;46.6;27.91;13.34;4.68;-2.22;4.54;-100.0;1;21:00:00;0;BOT;SPT;1.08;1.39;2.35;4.33;10.00;21.00;8.00;2.75;1.57;1.19;1.06;1.01
BOT X GRE 2018-04-28;317 (81%);398 (87%);12;10;45%;55%;3;1;3;1;3;6;;;4;10;;;;;;;;;53;50;12;14;4;1;0;1;;;;;2;0;389;460;;;6;9;4;7;1;6;3;10;;;8;19;1;1;1;1.75;2.00;2018-04-28;1.39;1.39;1.55;1.80;1.90;2.54;3.00;3.00;3.39;3.60;1.95;False;True;True;True;False;True;False;True;False;False;False;False;True;True;True;True;False;False;False;False;False;False;True;True;True;-2.0;9.45;-7.4;-4.43;-31.07;-15.87;-11.84;7.05;7.63;13.69;14.96;7.9;37.92;80.89;46.44;88.09;55.18;33.99;69.16;32.21;5.62;25.89;11.89;-37.2;-39.67;-30.52;-18.8;-14.21;58.67;31.65;92.85;-100.0;-25.75;36.07;-15.07;-2.31;-0.31;44.26;17.47;1.55;40.0;44.18;64.54;34.4;-31.25;20.24;-6.76;-3.62;-46.38;-23.83;-0.15;6.71;-24.3;-8.46;-12.1;-14.86;12.79;-16.14;-9.99;-8.19;-6.56;-0.6;-5.8;-9.0;7.2;8.56;-21.0;7.61;-5.15;-8.63;34.0;19.51;21.36;15.6;12.92;8.36;7.93;8.23;5.74;23.77;38.02;26.48;19.63;9.59;7.51;5.91;1.44;-1.77;-42.37;6.66;26.0;100.0;2;17:00:00;1;GRE;BOT;1.10;1.44;2.39;4.50;11.00;23.00;7.00;2.62;1.53;1.18;1.05;1.01
CAM X COR 2018-04-29;331 (80%);490 (88%);8;16;43%;57%;;;;;1;7;;;0;10;;;;;;;;;62;63;15;25;4;1;0;1;;;;;0;2;413;556;;;2;7;3;6;1;5;3;11;;;5;18;3;4;0;1.80;1.95;2018-04-29;1.33;1.25;1.90;1.39;2.75;1.90;4.00;3.39;2.62;4.50;2.04;True;False;True;True;False;True;False;True;False;False;False;False;True;True;False;False;False;False;False;False;True;True;True;True;True;5.6;6.92;34.82;19.43;15.49;13.14;-7.6;-4.88;3.2;23.2;21.63;8.93;41.62;28.14;24.69;16.16;17.2;8.33;4.91;7.51;11.43;18.79;1.11;6.35;-4.8;-5.8;-8.78;-10.96;-0.96;5.2;-5.8;-6.92;100.0;-0.8;44.23;23.31;11.68;6.79;-22.37;-5.96;60.0;72.4;48.65;36.37;87.26;-6.88;51.04;24.44;33.46;33.83;18.87;9.81;4.42;-1.45;5.2;7.29;-11.31;-24.8;-6.39;5.6;1.35;22.81;12.81;4.6;-43.8;26.2;6.2;-3.54;7.98;14.49;16.43;27.38;20.38;15.42;7.1;7.52;31.66;22.12;3.6;51.52;34.37;23.81;10.67;5.5;-20.57;-12.83;79.43;42.06;29.48;4.73;23.48;0.0;1;17:00:00;1;COR;CAM;1.08;1.36;2.20;4.00;9.00;19.00;8.50;3.00;1.64;1.22;1.07;1.02
BAH X CAP 2018-04-29;568 (89%);279 (84%);12;22;66%;34%;;;1;3;3;5;;;2;8;;;;;;;;;58;75;12;22;7;1;1;1;;;;;1;2;640;334;;;3;11;4;11;2;7;6;12;;;9;23;2;2;0;1.80;1.95;2018-04-29;1.36;1.22;1.85;1.39;2.75;1.95;4.33;3.20;2.62;4.50;2.10;True;False;False;True;True;False;False;False;False;True;False;False;True;False;False;False;False;False;False;True;True;True;True;True;True;-10.0;15.69;1.82;-5.85;-3.65;-8.29;-8.26;-8.23;-8.22;36.24;19.76;-6.65;12.83;5.3;-42.6;-32.18;-25.39;-18.95;-9.88;-3.51;19.2;13.11;-4.65;10.28;15.82;19.27;35.23;50.98;13.35;-21.8;32.8;24.84;32.19;-3.46;-30.33;-9.62;-8.03;-5.59;-9.66;-10.89;0.0;-8.48;-5.55;-18.81;-11.32;24.3;59.5;34.08;22.5;-55.2;-24.34;-24.09;24.8;86.94;51.77;26.78;36.37;37.29;46.31;17.49;11.68;38.22;17.15;4.24;-34.02;-24.77;38.85;17.87;42.12;4.19;6.17;70.28;40.05;27.81;17.81;35.21;5.71;-5.3;12.48;-6.94;-9.4;-12.46;-11.67;-11.57;-36.52;24.97;-5.03;-6.13;-33.31;39.27;-20.77;0.0;0;17:00:00;0;CAP;BAH;1.08;1.36;2.20;4.00;9.00;19.00;8.00;3.00;1.64;1.22;1.07;1.02
CEA X FLA 2018-04-29;374 (87%);355 (89%);13;10;52%;48%;;;3;0;4;3;;;5;2;;;;;;;;;59;58;12;18;1;4;;;;;;;3;1;431;401;;;11;3;7;4;7;1;7;5;;;18;8;2;1;3;1.80;1.95;2018-04-29;1.36;1.61;1.37;2.20;1.61;3.10;2.29;3.20;4.00;3.00;2.00;True;False;True;False;True;False;True;False;True;False;False;True;False;True;True;True;False;False;False;False;False;False;True;True;True;-0.8;-19.93;-4.86;37.0;13.84;3.49;-37.0;-20.72;-14.47;-12.48;-29.7;-1.28;-15.91;-15.5;-15.26;-18.95;-14.77;-13.91;-13.02;-73.5;-42.66;-4.7;-5.16;-2.12;-0.6;9.84;3.63;-7.2;-6.11;-70.86;-65.72;-35.61;-27.33;4.4;-14.54;-2.1;2.02;-73.45;-38.1;-18.27;10.0;23.4;5.67;7.23;2.36;2.39;-1.6;3.57;-1.43;-76.55;-86.83;-52.93;-33.16;-21.05;-5.93;0.9;1.68;6.67;10.37;7.6;20.78;8.62;0.59;-4.19;-6.66;-8.52;-38.14;-5.0;-25.73;-13.34;-100.0;-52.1;-27.15;-19.54;-10.4;-3.65;-10.19;-14.06;-6.62;-5.67;-6.05;-25.91;-17.4;-7.34;-37.12;-24.46;-15.44;30.4;22.95;-34.66;56.46;-25.0;0;17:00:00;-1;FLA;CEA;1.08;1.39;2.35;4.33;10.00;21.00;8.00;2.75;1.57;1.19;1.06;1.01
FLU X SPO 2018-04-29;231 (73%);298 (81%);30;21;46%;54%;;;;;4;5;;;8;7;;;;;;;;;84;56;16;17;1;2;3;2;;;;;0;2;316;370;;;12;5;7;5;3;2;2;7;;;14;12;2;3;1;1.90;1.90;2018-04-29;1.36;1.39;1.57;1.66;2.10;2.39;3.00;3.20;3.10;3.60;2.04;False;True;False;True;True;False;False;False;False;True;False;True;False;True;True;False;False;False;False;False;False;True;True;True;True;2.0;3.7;1.66;1.74;-28.12;-14.66;-11.32;-9.33;-8.28;-2.24;-22.48;3.19;-9.17;-6.25;-37.02;-45.55;-100.0;-100.0;-75.99;-80.19;-48.45;-17.65;-6.8;-8.09;-7.13;-3.96;-0.97;1.2;-30.0;-17.07;-4.16;-1.29;1.27;4.5;3.74;-3.07;1.93;37.42;26.25;19.61;45.0;19.69;14.36;33.6;49.47;5.44;23.91;20.1;8.22;4.29;1.81;2.93;7.73;-5.8;-26.47;-42.05;-4.4;-36.31;-30.07;-15.45;-5.27;2.0;23.32;11.46;2.26;16.8;5.44;-0.33;5.25;1.99;-21.35;-9.3;22.83;13.04;15.68;13.74;30.73;19.4;15.91;14.19;35.71;18.88;17.39;7.99;-37.14;-23.59;-7.34;6.53;87.63;8.25;50.66;-25.0;1;17:00:00;0;SPO;FLU;1.08;1.36;2.14;4.00;9.00;19.00;8.50;3.00;1.66;1.22;1.07;1.02
PAL X CHA 2018-04-29;170 (72%);506 (86%);21;20;29%;71%;;;;;1;4;;;1;14;;;;;;;;;48;60;17;17;4;0;;;;;;;2;2;237;589;;;3;9;6;8;0;4;4;7;;;7;16;6;4;0;1.53;2.37;2018-04-29;1.19;1.06;3.50;1.06;10.00;1.30;12.00;4.75;1.80;9.50;2.39;True;False;False;True;True;False;False;False;False;True;False;False;True;False;False;False;False;False;False;True;True;True;True;True;True;10.0;26.98;23.59;20.16;20.11;16.36;14.8;11.81;10.15;9.16;90.97;10.71;46.21;32.74;24.72;19.97;1.98;-28.5;-14.83;-7.73;-8.3;11.7;11.12;12.19;3.04;-22.6;-10.51;-5.45;21.67;16.95;-24.05;-1.48;90.95;11.37;64.62;60.72;35.64;23.5;2.94;-24.27;30.0;-39.91;-29.56;-23.78;-12.19;16.52;-3.82;1.63;2.77;3.72;-8.37;-2.22;2.5;53.01;37.84;29.57;13.84;23.91;20.48;18.61;15.91;14.31;13.36;12.79;12.17;37.17;32.03;11.48;19.95;100.0;64.97;37.68;17.93;11.87;7.55;-17.45;-0.35;27.62;-23.2;22.31;18.68;23.38;24.32;18.39;46.47;33.16;24.88;18.18;14.56;26.8;10.19;100.0;0;17:00:00;0;CHA;PAL;1.07;1.28;1.85;3.25;6.50;15.00;9.50;3.50;1.95;1.33;1.11;1.03
PAR X SPT 2018-04-29;166 (64%);492 (86%);17;18;31%;69%;;;1;4;2;8;;;1;8;;;;;;;;;68;64;15;14;11;1;;;;;;;3;2;261;575;;;4;13;5;8;3;12;6;15;;;10;28;1;1;2;1.80;1.95;2018-04-29;1.36;1.29;1.72;1.53;2.37;2.14;3.60;3.20;3.00;4.00;2.00;False;True;True;False;True;False;True;False;True;False;False;True;False;True;True;True;False;False;False;False;False;False;True;True;True;-15.0;-55.64;-33.91;-9.86;-0.46;41.45;19.38;15.55;12.72;11.17;34.01;-13.32;25.59;13.72;31.66;-21.8;7.8;9.58;-17.2;50.53;57.11;43.9;-7.52;68.32;48.7;7.0;3.69;87.72;95.27;54.07;31.42;21.48;11.69;5.65;8.84;10.74;51.79;35.82;26.15;20.4;0.0;18.14;13.82;14.23;-81.8;6.35;-46.03;-29.64;-19.89;-6.83;72.5;43.72;31.61;24.4;11.61;9.16;10.54;5.46;2.89;1.36;1.05;-0.2;29.8;22.46;18.15;15.59;49.08;-44.35;31.77;88.33;81.96;84.23;52.98;37.01;22.68;17.13;13.38;13.38;-22.58;33.86;16.04;10.44;52.11;1.89;-4.49;6.34;6.25;4.27;38.67;-98.94;100.0;70.0;1;17:00:00;-1;SPT;PAR;1.08;1.39;2.25;4.00;10.00;21.00;8.00;2.75;1.61;1.22;1.06;1.01
