game;Accurate passes_away;Accurate passes_home;Aerials won_away;Aerials won_home;Ball possession_away;Ball possession_home;Big chances missed_away;Big chances missed_home;Big chances_away;Big chances_home;Blocked shots_away;Blocked shots_home;Clearances_away;Clearances_home;Corner kicks_away;Corner kicks_home;Counter attacks_away;Counter attacks_home;Crosses_away;Crosses_home;Dispossessed_away;Dispossessed_home;Dribbles_away;Dribbles_home;Duels won_away;Duels won_home;Fouls_away;Fouls_home;Goalkeeper saves_away;Goalkeeper saves_home;Hit woodwork_away;Hit woodwork_home;Interceptions_away;Interceptions_home;Long balls_away;Long balls_home;Offsides_away;Offsides_home;Passes_away;Passes_home;Red cards_away;Red cards_home;Shots inside box_away;Shots inside box_home;Shots off target_away;Shots off target_home;Shots on target_away;Shots on target_home;Shots outside box_away;Shots outside box_home;Tackles_away;Tackles_home;Total shots_away;Total shots_home;Yellow cards_away;Yellow cards_home;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
BUR X CRY 2019-03-02;230 (66%);318 (75%);27;29;44%;56%;2;2;2;3;2;4;49;13;5;8;;;2/11 (18%);10/40 (25%);9;11;12/19 (63%);3/9 (33%);64;55;9;9;3;2;;;5;7;15/69 (22%);41/87 (47%);0;2;348;422;;;5;13;4;10;4;4;5;5;11/17 (65%);8/16 (50%);10;18;2;1;3;2019-03-02;37;32;21;45;29;18;14;4;1;11;5;25;9;43;51;34;72;44;36;90;100;56;16;38;26;15;65;41;14;28;13;13;-14;10;-6;-27;-11;23;-21;27;7.0;8;6;-59;-28;7;-14;9;10;25;35;50;25;3;4;-3;2;14;1;-16;-42;-57;-20;18;7;47;33;23;45;28;17;6;6;4;5;-47;-18;-14;27;-41;-48;-57;-40;-2;40;26;17;9;2;51;87.0;54.0;1;13:00:00;-1;CRY;BUR
MUN X SOU 2019-03-02;184 (65%);409 (80%);13;28;36%;64%;1;4;1;4;2;1;33;16;7;9;;;4/19 (21%);7/23 (30%);7;15;6/8 (75%);9/14 (64%);46;54;10;7;3;1;;;13;7;17/60 (28%);28/63 (44%);0;2;282;511;;;4;9;4;9;3;6;5;7;11/20 (55%);5/9 (56%);9;16;1;2;2;2019-03-02;4;4;3;-49;-28;-15;13;-6;-6;-7;-4;5;-4;-2;-1;-31;-15;-6;4;-84;-41;-20;10;-7;5;11;18;40;23;57;30;22;18;82;46;51;49;32;22;63;-6.0;25;21;8;11;100;16;15;20;51;87;21;-33;-22;-15;-12;75;44;26;17;-27;-9;10;47;32;80;61;85;41;55;38;9;-12;6;-53;-25;-9;6;51;6;13;2;-7;-24;-43;-67;45;8;11;22;65.0;39.0;3;13:00:00;1;SOU;MUN
WOL X CAR 2019-03-02;242 (68%);378 (80%);20;41;44%;56%;1;5;1;7;4;2;11;38;8;7;0;4;8/20 (40%);4/12 (33%);10;9;7/17 (41%);16/24 (67%);53;83;6;11;4;3;0;1;17;8;17/58 (29%);35/65 (54%);0;1;354;473;;;6;11;4;5;4;6;6;2;10/17 (59%);11/20 (55%);12;13;2;1;0;2019-03-02;-4;-74;-49;-23;-7;6;-5;34;52;32;72;-6;42;22;10;5;17;-27;-2;8;3;-3;-10;-4;-32;-17;19;54;32;3;6;-4;-11;-13;-12;9;-6;-6;-10;2;-30.0;-2;11;22;15;-13;11;8;6;-28;17;-11;-11;-4;-4;-9;-48;-3;2;-9;-2;8;57;51;28;14;-21;-54;-53;-25;-4;-5;10;66;44;41;34;25;-38;12;-35;-39;-28;-19;-51;-40;-20;-49;-57;-45;43.0;-10.0;2;13:00:00;1;CAR;WOL
WES X NEW 2019-03-02;335 (79%);447 (83%);5;17;45%;55%;1;1;1;2;9;3;11;14;6;1;0;2;2/18 (11%);4/13 (31%);14;17;7/19 (37%);15/19 (79%);40;71;14;8;2;2;1;0;9;8;24/50 (48%);41/66 (62%);3;1;422;538;;;9;7;6;3;2;4;8;3;14/21 (67%);11/26 (42%);17;10;4;3;0;2019-03-02;-3;23;13;-29;-13;-4;-1;5;5;8;10;44;5;2;-10;-2;10;9;6;-11;-11;8;18;4;-2;4;7;7;2;2;5;-3;8;7;-4;20;66;38;22;9;-19.0;-7;-60;-44;-54;-4;-26;-22;-11;-12;-34;-20;-10;-5;14;-19;4;30;14;29;24;16;7;4;-16;-6;7;59;6;3;-8;-10;-31;-21;-16;-32;-26;-16;64;-13;-6;-17;11;1;-7;3;22;-14;-5;38;-23.0;-21.0;2;15:30:00;1;NEW;WES
WAT X LEI 2019-03-03;481 (84%);289 (78%);21;19;61%;39%;0;1;1;3;6;1;19;34;5;1;;;7/22 (32%);1/12 (8%);11;7;9/13 (69%);5/11 (45%);58;49;12;15;3;1;1;0;9;13;32/57 (56%);16/41 (39%);1;4;576;371;;;5;5;6;0;2;5;9;1;9/13 (69%);9/15 (60%);14;6;1;5;1;2019-03-03;2;-29;-21;-16;-11;-20;-13;-11;-6;-16;-27;11;-25;-31;-14;-4;4;6;8;8;8;47;12;29;19;13;32;14;-39;-38;-28;-49;-36;58;-25;-38;-31;-12;-4;7;;22;30;20;5;51;-6;-35;-11;17;27;13;2;-10;-36;-29;81;-25;-30;-33;-32;-19;-13;-3;-1;1;10;42;7;-9;-6;-8;-9;-10;-78;-49;-32;-22;13;-16;-7;9;-4;12;11;7;-4;-4;-13;1;-66.0;-13.0;2;10:00:00;1;LEI;WAT
FUL X CHE 2019-03-03;628 (90%);309 (80%);9;3;64%;36%;0;2;0;3;8;3;11;17;4;5;;;3/11 (27%);4/16 (25%);11;11;6/9 (67%);10/14 (71%);41;36;10;11;4;5;;;10;18;40/58 (69%);26/53 (49%);0;2;694;384;;;15;5;5;4;7;5;5;7;11/15 (73%);10/14 (71%);20;12;1;2;2;2019-03-03;-2;14;12;-13;14;21;13;-11;-14;-6;-8;-10;-11;-71;-48;-35;-34;-20;-12;-3;91;50;-13;23;18;-60;-40;-52;-22;21;-10;-26;23;-41;-6;-28;-52;-29;-20;5;-45.0;-6;-2;-17;-39;-45;-52;-45;-38;-56;-45;-60;-41;-37;-19;-40;-30;-6;11;7;10;23;-15;2;3;53;23;-17;13;11;32;77;52;30;30;-17;-3;-8;13;-17;-15;-12;-13;-11;-10;-7;-8;-3;-2;9;38.0;7.0;1;12:05:00;-1;CHE;FUL
EVE X LIV 2019-03-03;358 (76%);216 (63%);34;29;58%;42%;3;0;3;0;4;1;34;27;7;3;2;0;5/21 (24%);7/20 (35%);17;9;10/12 (83%);10/19 (53%);73;68;10;12;3;3;;;13;14;30/72 (42%);23/80 (29%);4;2;474;343;;;7;6;3;3;3;3;3;1;13/18 (72%);14/19 (74%);10;7;2;1;0;2019-03-03;14;10;21;-30;-15;-15;-36;-57;-27;-16;-10;-15;-5;-2;-2;-2;-2;-2;-2;-2;-2;-30;-8;-57;-34;-19;-12;-5;-5;-23;-13;-8;26;-8;12;8;-21;-6;-19;-13;-18.0;-13;-13;-21;-12;-8;-6;-3;12;51;31;-25;-26;-19;-12;-4;-9;-31;-2;5;37;22;15;8;38;27;-28;-5;-5;-32;-13;12;13;31;76;40;21;21;-11;11;-7;-3;11;-43;-23;-22;21;3;10;-8;-2.0;-1.0;0;14:15:00;0;LIV;EVE
CRY X BHA 2019-03-09;258 (72%);474 (82%);14;11;38%;62%;;;0;1;0;7;30;10;0;8;2;0;2/4 (50%);5/26 (19%);15;13;3/16 (19%);10/23 (43%);50;67;18;8;2;1;;;17;6;27/71 (38%);23/60 (38%);1;1;358;579;;;1;9;1;5;3;3;3;6;21/26 (81%);12/28 (43%);4;15;5;1;2;2019-03-09;12;22;7;2;-1;-2;-2;-1;9;46;32;12;24;-55;-25;-27;-11;18;14;15;15;55;13;74;32;16;11;-9;-3;-1;-2;2;3;17;5;6;39;26;18;34;60.0;-5;-2;-23;15;11;26;73;43;29;30;26;12;9;5;13;7;11;32;27;21;16;29;6;6;7;6;12;-2;27;26;37;14;-55;-25;17;3;10;42;15;7;-22;42;27;16;12;2;3;8;29;3.0;54.0;1;10:30:00;-1;BHA;CRY
CAR X WES 2019-03-09;456 (81%);146 (65%);17;17;71%;29%;0;4;0;6;2;3;22;17;5;7;0;2;1/13 (8%);5/16 (31%);8;13;8/13 (62%);7/15 (47%);53;47;12;7;5;2;1;0;7;16;19/45 (42%);13/60 (22%);1;2;565;226;;;5;11;5;6;2;7;4;5;14/21 (67%);9/13 (69%);9;16;1;2;0;2019-03-09;27;49;37;26;11;19;10;3;-3;-25;-17;22;-14;-2;-4;-3;-9;-13;-16;-14;-12;16;42;-8;-4;-6;27;10;3;-15;-6;-6;-21;26;-20;-18;-18;-40;-22;-70;56.0;-8;-10;-12;44;86;29;24;13;100;60;59;68;38;44;34;50;96;49;24;-17;17;-4;-3;-8;-9;-13;52;-8;-16;-30;-19;-12;-58;-27;-17;-12;-45;35;-25;-3;43;26;34;17;-16;-13;-63;-43;24;-36.0;-31.0;2;13:00:00;1;WES;CAR
HUD X BOU 2019-03-09;259 (70%);363 (79%);11;20;44%;56%;3;0;5;0;0;4;36;9;5;6;1;0;3/9 (33%);4/31 (13%);9;11;11/20 (55%);12/20 (60%);54;58;9;14;1;2;;;8;13;17/58 (29%);26/55 (47%);0;1;372;462;;;8;2;3;3;5;1;0;6;13/19 (68%);12/18 (67%);8;8;1;3;2;2019-03-09;-6;40;26;19;8;17;-31;-8;5;27;18;8;9;-63;-44;-24;-34;-16;-1;51;-35;-4;-11;-30;-15;-9;19;11;10;7;6;15;12;-5;10;-20;-11;-7;11;-4;5.0;2;-2;-2;9;-4;19;-25;-27;-17;-15;-11;8;7;5;36;-3;24;16;17;13;22;16;11;-58;-34;-50;-20;-24;-9;-9;30;19;9;10;13;3;-2;14;-2;-3;16;61;55;47;20;1;-20;-12;24;16.0;-13.0;0;13:00:00;-1;BOU;HUD
LEI X FUL 2019-03-09;378 (81%);444 (85%);7;16;48%;52%;0;1;0;4;2;2;17;19;5;6;0;2;1/14 (7%);3/16 (19%);21;16;9/12 (75%);6/16 (38%);51;58;13;9;5;2;;;19;12;30/60 (50%);30/51 (59%);1;1;464;521;;;3;9;1;8;3;8;3;9;18/26 (69%);15/24 (63%);6;18;2;0;1;2019-03-09;-1;15;13;32;41;54;48;1;-4;4;-2;-13;57;34;78;49;54;30;20;10;8;5;-26;8;3;24;20;58;25;14;40;24;50;-7;31;18;8;5;1;11;8.0;6;3;13;15;-2;42;28;-54;-26;-7;10;17;45;35;2;8;12;9;-8;-3;63;42;20;-22;-3;-73;17;-44;-27;-10;16;-27;-17;-25;-50;-35;52;25;12;4;-12;-8;20;4;37;50;59;29;18;11.0;-6.0;3;13:00:00;1;FUL;LEI
NEW X EVE 2019-03-09;332 (75%);252 (70%);29;18;55%;45%;0;2;1;4;2;5;26;27;2;8;;;2/20 (10%);5/26 (19%);14;12;6/14 (43%);7/15 (47%);66;56;10;13;4;1;;;13;10;24/56 (43%);30/69 (43%);0;2;443;361;;;7;12;2;7;3;7;0;7;14/20 (70%);14/22 (64%);7;19;1;3;2;2019-03-09;-4;-3;-3;-4;-9;23;1;1;-12;-16;-63;-20;-33;-15;39;17;9;1;-49;-26;37;20;-43;10;71;50;-63;-23;-16;-12;-23;-16;-15;-28;-38;-19;42;14;4;-14;-1.0;-1;-12;-9;23;-32;10;10;-20;8;1;1;1;36;23;15;-18;1;2;-30;-23;-11;34;63;26;26;64;16;32;11;-26;-7;-7;-3;8;28;17;13;1;8;10;98;100;100;100;61;46;13;8;1;4.0;-2.0;3;13:00:00;1;EVE;NEW
SOU X TOT 2019-03-09;390 (76%);204 (70%);17;15;64%;36%;1;2;2;3;2;4;13;46;10;1;2;2;5/17 (29%);2/18 (11%);6;12;16/25 (64%);8/13 (62%);63;47;9;16;2;4;2;0;6;21;24/60 (40%);29/69 (42%);1;2;511;291;;;7;7;9;4;5;4;9;5;9/17 (53%);8/15 (53%);16;12;2;4;1;2019-03-09;9;-21;-19;-16;-15;-26;-15;-9;-5;-30;-23;-7;-50;-35;-51;-34;-47;-29;-6;-59;-31;-9;-4;19;-33;-64;-93;-89;-59;-38;-24;-5;5;-25;11;-8;-41;-35;-27;-64;-19.0;2;23;22;20;-41;-25;15;-76;-52;-36;-18;43;14;-22;-15;-13;-3;-5;40;9;31;11;4;-1;-1;-30;-5;-19;-12;-8;-1;-4;-2;19;6;59;37;18;18;61;33;11;2;-4;-28;-23;-12;-13;5;-16.0;-72.0;2;13:00:00;1;TOT;SOU
MCI X WAT 2019-03-09;210 (70%);662 (91%);12;17;29%;71%;0;5;1;6;1;3;36;9;1;9;0;2;1/5 (20%);4/22 (18%);4;6;9/12 (75%);10/22 (45%);49;40;7;11;5;0;;;5;11;27/69 (39%);12/23 (52%);1;4;298;727;;;1;14;0;7;1;9;1;5;11/18 (61%);4/7 (57%);2;19;1;1;1;2019-03-09;12;14;13;10;53;26;33;24;19;49;73;24;48;33;32;41;19;10;56;44;30;61;43;35;22;38;30;26;22;28;7;-8;7;31;7;9;12;14;65;33;75.0;9;12;34;46;23;28;84;44;31;17;20;9;38;21;16;10;12;82;49;33;24;17;3;-51;-32;-20;5;-7;-4;-1;-1;-1;-10;-6;18;8;33;45;78;67;46;28;20;17;62;55;37;51;25;26.0;-20.0;3;15:30:00;1;WAT;MCI
LIV X BUR 2019-03-10;179 (62%);524 (81%);27;20;32%;68%;0;2;1;6;1;10;30;14;3;7;;;2/13 (15%);4/15 (27%);12;14;10/19 (53%);7/20 (35%);67;55;7;4;1;0;0;1;6;7;18/68 (26%);29/76 (38%);7;2;290;647;;;1;13;0;8;2;5;2;10;12/27 (44%);14/21 (67%);3;23;0;2;2;2019-03-10;1;29;20;23;19;33;49;40;25;40;19;1;50;45;25;16;42;24;25;18;9;4;1;62;39;55;33;7;-1;12;26;39;33;1;34;25;17;13;12;16;-9.0;7;6;6;5;-5;4;19;5;9;12;29;42;41;32;31;-12;27;16;10;-19;-7;-8;-47;31;1;42;-73;27;28;10;12;7;15;24;16;15;14;-37;20;12;5;38;42;44;28;18;33;63;-16;33.0;8.0;4;10:00:00;1;BUR;LIV
CHE X WOL 2019-03-10;196 (71%);741 (90%);12;8;25%;75%;0;1;1;1;0;14;47;0;0;13;2;0;0/1 (0%);7/38 (18%);8;19;4/10 (40%);21/36 (58%);58;56;14;8;5;0;;;24;5;21/58 (36%);32/41 (78%);2;1;277;820;;;1;10;1;2;1;6;1;12;15/34 (44%);11/14 (79%);2;22;4;1;1;2019-03-10;14;6;5;26;22;19;17;16;14;39;32;14;86;72;57;40;37;44;32;60;39;27;31;18;30;21;22;19;17;31;36;28;23;21;21;29;19;24;17;12;8.0;-3;16;11;9;17;29;21;34;24;16;11;10;-36;72;24;26;17;79;68;50;36;27;25;36;30;23;34;59;67;53;36;27;61;35;60;29;19;17;17;11;16;12;10;12;27;23;72;53;10;42.0;68.0;1;12:05:00;0;WOL;CHE
ARS X MUN 2019-03-10;377 (81%);299 (76%);25;9;54%;46%;5;1;5;2;3;4;12;12;2;5;0;1;3/13 (23%);3/11 (27%);11;15;8/14 (57%);4/9 (44%);65;48;18;12;0;4;2;0;13;15;28/50 (56%);22/63 (35%);1;5;465;395;;;7;9;7;7;4;3;7;5;11/20 (55%);8/17 (47%);14;14;2;2;0;2019-03-10;-3;-30;40;21;64;32;16;2;-4;-9;-31;-1;-3;6;33;-32;-8;30;11;-24;-9;-14;7;-6;6;-21;-4;7;22;6;-51;-51;-58;15;-32;-24;-38;-29;15;-3;2.0;-2;-2;-2;-27;40;-22;-56;-34;-22;-27;-19;-11;-3;-4;-11;67;-27;-22;-9;29;16;13;26;17;24;9;42;38;21;34;17;26;-19;47;26;15;1;50;-2;12;1;5;4;-4;-3;-4;-6;-13;30;-12.0;-51.0;2;14:30:00;1;MUN;ARS
BOU X NEW 2019-03-16;325 (77%);296 (73%);16;21;52%;48%;1;2;1;3;4;0;19;21;6;6;;;4/25 (16%);4/19 (21%);9;13;7/9 (78%);9/21 (43%);56;52;12;9;0;3;0;1;8;8;37/85 (44%);17/54 (31%);1;0;423;403;;;4;7;4;7;4;3;8;3;16/25 (64%);7/11 (64%);12;10;2;3;2;2019-03-16;-1;13;29;27;10;16;14;-16;33;-37;-9;-50;-17;-6;-3;-2;-4;-19;-18;-17;-16;-33;-33;-21;-10;-3;-1;4;5;6;6;6;6;-28;6;17;33;21;18;20;-36.0;-13;35;55;33;-11;61;6;7;2;-23;-19;-35;-42;-26;-30;-1;-6;5;2;28;17;7;1;-16;17;8;10;9;6;31;13;37;13;2;6;2;40;16;43;23;68;31;22;21;53;14;-32;-19;15;-27.0;-90.0;2;13:00:00;0;NEW;BOU
BUR X LEI 2019-03-16;194 (66%);379 (80%);18;27;38%;62%;0;1;0;1;5;4;40;12;3;9;1;0;3/16 (19%);6/38 (16%);7;7;4/9 (44%);3/8 (38%);43;52;10;9;1;2;0;1;5;4;16/69 (23%);29/65 (45%);1;4;294;472;1;0;5;9;0;7;4;2;4;4;7/12 (58%);8/12 (67%);9;13;1;1;2;2019-03-16;-10;8;-5;19;5;-6;20;14;22;11;8;-8;-16;-13;-14;-14;-23;-17;-36;-51;-30;18;-15;4;6;7;-18;-67;-28;-20;-13;-51;52;-35;21;48;24;74;45;31;;21;38;25;25;23;17;45;71;65;59;8;11;17;12;9;-10;11;30;24;41;38;59;45;21;5;6;23;3;5;7;8;9;36;28;55;47;28;21;19;43;36;21;30;16;58;49;37;9;2;1.0;63.0;1;13:00:00;-1;LEI;BUR
WES X HUD 2019-03-16;233 (71%);512 (85%);13;17;36%;64%;3;0;4;2;4;6;21;13;8;5;1;0;5/18 (28%);7/16 (44%);10;12;8/14 (57%);7/13 (54%);46;53;15;7;1;2;0;1;12;11;14/52 (27%);23/44 (52%);1;1;327;605;;;9;10;6;5;5;5;6;6;10/18 (56%);9/16 (56%);15;16;2;0;3;2019-03-16;-10;9;17;7;-11;11;40;49;20;-77;-38;-20;-26;-7;-5;-3;27;14;-8;3;5;4;-19;5;2;-43;-37;-17;-15;-6;9;21;16;-16;16;2;6;-2;19;28;17.0;26;-4;-15;-4;-30;3;3;-5;19;19;-26;-17;-6;13;-17;-10;6;-3;4;42;29;20;-29;-6;-3;14;10;-23;-38;-17;11;7;33;95;62;58;53;25;36;23;20;23;89;58;31;13;3;-26;-19;-58.0;17.0;4;13:00:00;1;HUD;WES
FUL X LIV 2019-03-17;501 (84%);274 (75%);19;16;63%;37%;1;0;3;1;3;3;4;20;10;1;1;1;7/30 (23%);1/5 (20%);11;14;10/20 (50%);11/16 (69%);58;55;7;11;1;4;1;0;9;13;38/63 (60%);24/72 (33%);1;4;595;365;;;11;2;7;2;6;2;5;5;11/19 (58%);9/21 (43%);16;7;1;2;2;2019-03-17;7;8;3;1;-5;-6;-6;-24;-20;-11;-49;9;-30;-18;-11;-27;-7;-7;-73;-50;-54;-58;5;-30;-12;-4;-5;-6;-8;-47;-15;-10;-31;-9;-39;24;-11;-12;-1;-13;2.0;-30;-27;-44;-23;-25;-10;-30;-33;-28;-20;-44;-37;-72;-32;-25;-17;-28;-12;40;19;-17;3;-20;-22;-25;23;-12;3;3;-4;-35;-3;27;10;2;-4;-18;-9;-57;-82;-100;-63;-40;-85;-44;-21;-49;-54;18;7.0;-17.0;1;12:15:00;-1;LIV;FUL
EVE X CHE 2019-03-17;558 (84%);228 (73%);18;13;68%;32%;2;2;2;4;7;3;11;25;4;3;;;4/11 (36%);5/13 (38%);7;17;12/18 (67%);6/10 (60%);67;39;9;17;6;5;1;0;11;18;39/62 (63%);31/64 (48%);3;1;666;314;;;10;12;5;4;5;8;7;3;11/21 (52%);4/13 (31%);17;15;2;1;0;2019-03-17;8;-36;-21;-19;-23;-14;-17;-5;14;3;-2;9;-11;-23;-20;-12;-35;-7;12;-6;-3;-27;9;-20;-40;-24;-22;-61;-46;-4;-1;21;12;-7;5;-45;-24;-45;-9;13;9.0;9;11;55;34;-8;100;74;60;30;17;-20;-32;-16;24;48;-26;-45;7;-2;-8;-24;-13;-14;16;-6;-5;-82;-7;-2;-2;53;17;-15;-12;-21;-23;-19;-77;30;-21;-9;-60;-44;-39;-23;-18;-12;-17;-60;30.0;-10.0;2;14:30:00;1;CHE;EVE
TOT X CRY 2019-04-03;278 (76%);595 (87%);12;22;35%;65%;1;3;1;3;0;7;26;9;2;8;0;4;0/5 (0%);7/24 (29%);5;11;9/20 (45%);17/23 (74%);46;59;5;8;8;1;;;17;7;25/67 (37%);40/55 (73%);4;0;364;687;;;3;15;4;9;1;10;2;11;9/17 (53%);11/16 (69%);5;26;0;1;0;2019-04-03;-1;30;17;13;34;25;27;16;37;37;46;66;35;34;26;22;36;18;7;16;36;36;37;23;16;7;8;9;69;81;58;80;57;14;14;5;1;-6;24;56;25.0;12;59;36;43;11;25;7;10;11;22;38;24;61;37;22;13;33;45;24;15;11;6;27;11;1;-2;30;-2;-5;4;1;10;40;32;32;15;21;24;16;16;69;42;42;48;26;-56;-59;-26;20;-18.0;2.0;2;16:45:00;1;CRY;TOT
BHA X CAR 2019-04-16;185 (61%);403 (78%);34;41;37%;63%;;;1;0;4;4;32;16;4;5;;;2/7 (29%);4/21 (19%);13;16;11/16 (69%);10/23 (43%);85;80;13;11;2;1;0;1;24;8;16/76 (21%);29/59 (49%);0;2;302;520;;;6;7;3;8;3;2;4;7;17/29 (59%);9/18 (50%);10;14;1;0;2;2019-04-16;9;-1;1;-41;-21;-8;7;7;32;17;13;41;10;9;-41;-23;-15;-10;-7;2;-1;15;72;64;58;32;43;44;21;12;8;-11;-6;35;-4;7;-40;-23;-15;-6;13.0;12;12;26;38;-26;18;-51;-11;-1;32;15;5;13;-9;6;-6;12;61;43;26;21;16;7;5;12;-41;31;-18;22;12;6;8;18;28;23;60;50;-29;52;40;49;23;21;16;13;11;14;16;-5;16.0;66.0;0;16:45:00;-1;CAR;BHA
WAT X SOU 2019-04-23;243 (68%);475 (79%);17;15;38%;62%;3;2;4;2;1;8;27;12;4;3;;;4/12 (33%);4/12 (33%);11;12;9/12 (75%);12/21 (57%);56;54;14;10;3;3;2;0;23;11;30/81 (37%);29/68 (43%);5;4;359;599;;;7;11;3;3;4;4;1;4;11/21 (52%);8/14 (57%);8;15;2;5;1;2019-04-23;0;23;27;38;21;6;-5;-43;-37;-15;-2;-52;33;24;11;8;6;-50;-35;-22;-4;-10;52;11;20;12;7;-28;-15;-16;-9;-5;-45;13;-47;-32;-18;-10;-49;-15;6.0;3;-15;-9;-6;12;-12;8;-2;11;6;28;22;35;21;15;11;2;-2;4;16;35;26;21;24;43;25;12;16;13;8;4;-5;-9;-8;-4;-2;-47;9;-31;-23;-15;-15;-35;-22;-28;-9;20;66;32;70.0;47.0;1;16:45:00;0;SOU;WAT
WOL X ARS 2019-04-24;612 (89%);212 (74%);17;14;71%;29%;;;1;1;6;3;3;18;5;5;;;5/16 (31%);4/9 (44%);12;5;10/13 (77%);6/8 (75%);45;43;9;12;;;;;4;22;22/37 (59%);22/52 (42%);3;1;690;285;;;5;8;4;5;1;3;6;3;4/7 (57%);7/15 (47%);11;11;3;2;1;2019-04-24;-10;-49;-28;-19;-12;-9;-6;-3;-18;-21;-14;-16;-18;-17;16;5;-5;-3;20;18;8;58;-5;32;31;22;44;23;15;-18;-7;79;36;-14;6;-23;-38;-35;-25;-18;60.0;30;-26;-5;-23;-19;-14;-11;-13;-11;-9;-9;-8;-8;-18;-11;-56;8;-7;-10;-12;-14;-20;-19;-18;-3;-9;-40;-24;-17;-10;-12;-15;29;20;13;2;-16;-54;-96;-64;-43;-39;-66;-79;-45;-25;-11;-8;-39;-6.0;14.0;3;16:45:00;1;ARS;WOL
MUN X MCI 2019-04-24;609 (87%);318 (78%);12;8;64%;36%;;;;;0;5;11;12;1;1;2;0;1/8 (13%);1/8 (13%);5;12;17/25 (68%);12/15 (80%);54;42;10;10;1;3;1;0;16;10;28/54 (52%);32/63 (51%);2;0;702;406;;;5;3;3;6;5;1;3;9;8/14 (57%);10/13 (77%);8;12;2;2;2;2019-04-24;-8;-8;24;36;30;8;6;29;8;6;-24;-11;-19;-18;-15;13;3;-9;-41;-15;-1;-6;-12;-8;-8;-32;-40;-29;-22;-18;-14;-13;-61;-26;-35;-19;-8;-6;-33;-22;-17.0;-5;-5;33;32;-16;13;-8;-9;-15;-91;-60;-65;-44;-32;-19;-11;-18;-4;5;7;8;10;30;-35;-8;-3;-11;3;3;56;32;14;3;-6;27;7;-13;-9;5;-19;-12;-12;-7;-4;6;4;5;5;-7;-6.0;11.0;0;17:00:00;-1;MCI;MUN
FUL X MCI 2019-03-30;613 (90%);283 (79%);6;12;66%;34%;2;1;2;1;9;2;12;20;11;0;;;3/20 (15%);4/8 (50%);10;9;9/19 (47%);9/16 (56%);35;53;12;4;0;5;1;0;7;12;32/51 (63%);19/55 (35%);1;4;679;359;;;14;3;8;3;7;0;10;2;8/16 (50%);10/20 (50%);24;5;0;2;2;2019-03-30;-8;-61;-78;-90;-67;-84;-83;-70;-68;-37;-9;-8;33;20;21;25;12;6;5;4;-67;-36;-24;-17;15;-6;-5;-6;-12;-39;-70;-54;-36;-34;-24;-28;-16;-13;-50;-32;13.0;3;-6;-17;13;-11;-4;-5;-6;-14;-52;-34;-24;-13;-4;-21;-62;-16;-21;-49;-37;-33;-23;-77;-49;-43;-33;-41;-33;-18;-20;-16;-10;-7;-12;-11;-7;-4;-43;-5;-33;-11;8;29;-24;3;-6;-18;-41;-33;-27.0;22.0;0;10:30:00;-1;MCI;FUL
BHA X SOU 2019-03-30;217 (63%);388 (74%);21;36;40%;60%;;;1;0;2;4;27;18;5;6;1;0;2/14 (14%);6/21 (29%);12;3;7/15 (47%);13/19 (68%);45;79;10;8;1;1;0;1;17;14;14/63 (22%);48/87 (55%);0;6;346;525;;;7;6;4;9;2;1;1;8;3/9 (33%);12/20 (60%);8;14;2;1;1;2019-03-30;-1;8;5;3;-50;-29;-7;-13;-5;-3;-44;-2;-81;-47;-31;-16;-4;19;53;30;15;-26;-2;-27;-17;-2;4;12;-37;-21;-16;-50;-29;-3;-28;-17;-4;27;-24;-4;3.0;9;11;33;9;-29;7;5;4;2;-68;-33;-7;29;21;67;-5;51;16;-28;-30;-19;-25;-7;17;11;18;3;26;18;20;15;50;35;25;64;65;50;34;40;30;26;19;36;76;49;37;45;30;9;19.0;31.0;0;13:00:00;-1;SOU;BHA
